provider_num,npi,name,address,city,state,postcode,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
868,,ENDOCRINOLOGY,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
869,,HORIZON CENTRE,TORBAY HOSPITAL,TORQUAY,SW,TQ2 7AA,DEVON,50.482325,-3.5537901,,,,,,,,,
870,,LADDERS YAC,45 BARGATES,CHRISTCHURCH,SW,BH23 1QD,DORSET,50.736521,-1.7793389,,,,,,,,,
871,,QUAY ADVICE CENTRE,HILL STREET,POOLE,SW,BH15 1NR,DORSET,50.715632,-1.9850752,,,,,,,,,
872,,SUSSED,1442A WIMBORNE ROAD,BOURNEMOUTH,SW,BH10 7AR,DORSET,50.767572,-1.8953419,,,,,,,,,
873,,TEIGN CORE ADULT MH 1,ESTUARY HOUSE,NEWTON ABBOT,SW,TQ12 4PH,DEVON,50.532788,-3.5917401,,,,,,,,,
874,,TORBAY DRUG SERVICE NMP,SHRUBLANDS HOUSE,TORQUAY,SW,TQ2 5RS,DEVON,50.46908,-3.5359669,,,,,,,,,
875,,WILLOWBANK DAY HOSPITAL,ST. ANDREW'S CUE,WELLS,SW,BA5 1TH,SOMERSET,51.20302,-2.6556608,,,,,,,,,
876,,YEATMAN HOSPITAL,HOSPITAL LANE,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
877,,COMMUNITY DENTAL SERVICE,PARKSTONE HEALTH CENTRE,POOLE,SW,BH14 0DJ,DORSET,50.728442,-1.9423682,,,,,,,,,
878,,BETTRIDGE SCHOOL,WARDEN HILL ROAD,CHELTENHAM,SW,GL51 3AT,GLOUCESTERSHIRE,51.887721,-2.0997438,,,,,,,,,
879,,WHEATSTONE DAY HOSPICE,2 NORTH UPTON LANE,GLOUCESTER,SW,GL4 3TA,GLOUCESTERSHIRE,51.858376,-2.1983154,,,,,,,,,
880,,GLOUCESTERSHIRE HOSPITALS NHS TRUST HQ,1 COLLEGE LAWN,CHELTENHAM,SW,GL53 7AG,GLOUCESTERSHIRE,51.890853,-2.0705875,,,,,,,,,
881,,WEYMOUTH COMMUNITY HOSPITAL,3 MELCOMBE AVENUE,WEYMOUTH,SW,DT4 7TB,DORSET,50.621054,-2.4510543,,,,,,,,,
882,,LYMPHOEDEMA SPECIALIST NURSE,12 BOUTPORT STREET,BARNSTAPLE,SW,EX31 1RW,DEVON,51.08264,-4.0594049,,,,,,,,,
883,,NURSE SUPPLEMENTARY PRESCRIBER,LYNTON RESOURCE CENTRE,LYNTON,SW,EX35 6BP,DEVON,51.230124,-3.837195,,,,,,,,,
884,,AXMINSTER HOSPITAL,CHARD STREET,AXMINSTER,SW,EX13 5DU,DEVON,50.783892,-2.9962684,,,,,,,,,
885,,EXMOUTH HOSPITAL,CLAREMONT GROVE,EXMOUTH,SW,EX8 2JN,DEVON,50.620554,-3.4016084,,,,,,,,,
886,,CANFORD HEATH SURGERY,9 MITCHELL ROAD,POOLE,SW,BH17 8UE,DORSET,50.741391,-1.9648152,,,,,,,,,
887,,HEAVITREE HOSPITAL,GLADSTONE ROAD,EXETER,SW,EX1 2ED,DEVON,50.724396,-3.5140106,,,,,,,,,
888,,TORBAY HOSPITAL,NEWTON ROAD,TORQUAY,SW,TQ2 7AA,DEVON,50.482325,-3.5537901,,,,,,,,,
889,,ROYAL DEVON & EXETER HOSPITAL (WONFORD),BARRACK ROAD,EXETER,SW,EX2 5DW,DEVON,50.716712,-3.5066801,,,,,,,,,
890,,ABBEY VIEW MEDICAL CENTRE,SALISBURY ROAD,SHAFTESBURY,SW,SP7 8DH,DORSET,51.002839,-2.1912489,,,,,,,,,
891,,STURMINSTER NEWTON HEALTH CENTRE,BARNES CLOSE,STURMINSTER NEWTON,SW,DT10 1BN,DORSET,50.926294,-2.3025268,,,,,,,,,
892,,PORTLAND HOSPITAL,CASTLE ROAD,PORTLAND,SW,DT5 1AX,DORSET,50.56587,-2.4448227,,,,,,,,,
893,,WYKE REGIS HEALTH CENTRE,PORTLAND ROAD,WEYMOUTH,SW,DT4 9BE,DORSET,50.594618,-2.4750311,,,,,,,,,
894,,YEATMAN HOSPITAL,HOSPITAL LANE,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
895,,PORTLAND HEALTH CENTRE,CASTLE ROAD,PORTLAND,SW,DT5 1AX,DORSET,50.56587,-2.4448227,,,,,,,,,
896,,BRIDPORT COMMUNITY HOSPITAL,HOSPITAL LANE,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
897,,THE LODGE (EVERGREEN),LODGE CLOSE,WELLINGTON,SW,TA21 8JN,SOMERSET,50.979957,-3.2305054,,,,,,,,,
898,,ELIZABETH HOUSE (EVERGREEN),FONS GEORGE,TAUNTON,SW,TA1 3SA,SOMERSET,51.007977,-3.1056136,,,,,,,,,
899,,TORBAY DRUG SERVICE (P/C),SHRUBLANDS HOUSE,TORQUAY,SW,TQ2 5RS,DEVON,50.46908,-3.5359669,,,,,,,,,
900,,CMHT TIVERTON,SILVERLEA,TIVERTON,SW,EX16 6NP,DEVON,50.909477,-3.4929547,,,,,,,,,
901,,WEST DORSET CAMHS,48 LYNCH LANE,WEYMOUTH,SW,DT4 9DN,DORSET,50.606923,-2.4896119,,,,,,,,,
902,,YEATMAN HOSPITAL,HOSPITAL LANE,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
903,,SOUTH PETHERTON HOSPITAL,HOSPITAL LANE,SOUTH PETHERTON,SW,TA13 5AR,SOMERSET,50.953257,-2.8004994,,,,,,,,,
904,,CREWKERNE HOSPITAL,MIDDLE PATH,CREWKERNE,SW,TA18 8BG,SOMERSET,50.88012,-2.7979232,,,,,,,,,
905,,SHEPTON MALLET COMMUNITY HOSPITAL,OLD WELLS ROAD,SHEPTON MALLET,SW,BA4 4PG,SOMERSET,51.190575,-2.5624857,,,,,,,,,
906,,BUTLEIGH HOSPITAL,KINGWESTON ROAD,GLASTONBURY,SW,BA6 8TF,SOMERSET,51.093489,-2.6850683,,,,,,,,,
907,,WEST MENDIP COMMUNITY HOSPITAL,OLD WELLS ROAD,GLASTONBURY,SW,BA6 8JD,SOMERSET,51.160299,-2.6990282,,,,,,,,,
908,,BRACKEN OLDER PERSONS TEAM,BRACKEN HOUSE,CHARD,SW,TA20 1YA,SOMERSET,50.874558,-2.9521083,,,,,,,,,
909,,MENDIP OLDER PERSONS TEAM,ENOS WAY,FROME,SW,BA11 2FH,SOMERSET,51.237156,-2.3112808,,,,,,,,,
910,,POOLE HOSPITAL PERIPHERAL CLINIC,LONGFLEET ROAD,POOLE,SW,BH15 2JB,DORSET,50.721987,-1.9731169,,,,,,,,,
911,,EAST SOMERSET PERIPHERAL CLINIC,YEOVIL DISTRICT HOSPITAL,YEOVIL,SW,BA21 4AT,SOMERSET,50.945297,-2.6339071,,,,,,,,,
912,,WEST DORSET GENERAL HOSPITAL PERIPHERAL CLINIC,DORSET COUNTY HOSPITAL,DORCHESTER,SW,DT1 2JY,DORSET,50.713461,-2.4471253,,,,,,,,,
913,,DORSET COUNTY HOSPITAL,WILLIAMS AVENUE,DORCHESTER,SW,DT1 2JY,DORSET,50.713461,-2.4471253,,,,,,,,,
914,,MAGNOLIA HOUSE (DAY CARE),SUMMERLANDS,YEOVIL,SW,BA20 2BN,SOMERSET,50.946067,-2.6459172,,,,,,,,,
915,,SOUTH SOMERSET CMHS,SUMMERLANDS,YEOVIL,SW,BA20 2BN,SOMERSET,50.946067,-2.6459172,,,,,,,,,
916,,CHANTRY HOUSE DAY HOSPITAL,PARK ROAD,FROME,SW,BA11 1EY,SOMERSET,,,,,,,,,,,
917,,PAR EXETER (NMP),ST JOHNS COURT,EXMOUTH,SW,EX8 4DD,DEVON,50.631362,-3.3919754,,,,,,,,,
918,,SUE RYDER CARE,LECKHAMPTON COURT,CHELTENHAM,SW,GL53 0QJ,GLOUCESTERSHIRE,51.872654,-2.0873061,,,,,,,,,
919,,BARTON SURGERY,BARTON TERRACE,DAWLISH,SW,EX7 9QH,DEVON,50.579825,-3.4735351,,,,,,,,,
920,,OPMH SH&W - TAVISTOCK,THE QUAY,TAVISTOCK,SW,PL19 8AB,DEVON,50.547832,-4.1473945,,,,,,,,,
921,,MENDIP ADULTS TEAM,ENOS WAY,FROME,SW,BA11 2FH,SOMERSET,51.237156,-2.3112808,,,,,,,,,
922,,EVERGREEN SOCIAL DAY CARE SERVICE,50 THE MOUNT,TAUNTON,SW,TA1 2NR,SOMERSET,51.014941,-3.0714654,,,,,,,,,
923,,PMVA CENTRE,UNIT 30,BRIDGWATER,SW,TA6 5LT,SOMERSET,51.120597,-2.9947653,,,,,,,,,
924,,HOLLYBROOK,BERKELEY CLOSE,STROUD,SW,GL5 4SA,GLOUCESTERSHIRE,51.746416,-2.247694,,,,,,,,,
925,,SELSLEY COACH HOUSE,SELSLEY HILL,STROUD,SW,GL5 5JS,GLOUCESTERSHIRE,51.736765,-2.2406032,,,,,,,,,
926,,SELSLEY VICARAGE,SELSLEY HILL,STROUD,SW,GL5 5JS,GLOUCESTERSHIRE,51.736765,-2.2406032,,,,,,,,,
927,,WINDRUSH,PILLEY LANE,CHELTENHAM,SW,GL53 9ER,GLOUCESTERSHIRE,51.877554,-2.0731523,,,,,,,,,
928,,BROWNHILL CLINIC,ST PAULS MEDICAL CENTRE,CHELTENHAM,SW,GL50 4BW,GLOUCESTERSHIRE,51.906706,-2.0814998,,,,,,,,,
929,,COLEFORD HOUSE,BOX BUSH ROAD,COLEFORD,SW,GL16 8DN,GLOUCESTERSHIRE,51.794316,-2.619312,,,,,,,,,
930,,PARK HOUSE DAY CENTRE,PARK ROAD,STROUD,SW,GL5 2JG,GLOUCESTERSHIRE,51.739518,-2.2067294,,,,,,,,,
931,,STONEBURY DAY HOSPITAL,22 GROVE ROAD,LYDNEY,SW,GL15 5JE,GLOUCESTERSHIRE,51.727324,-2.536882,,,,,,,,,
932,,TYNDALE CENTRE DAY HOSPITAL,THE SLADE,DURSLEY,SW,GL11 4JX,GLOUCESTERSHIRE,51.680569,-2.3545082,,,,,,,,,
933,,BERKELEY HOSPITAL,MARYBROOK STREET,BERKELEY,SW,GL13 9AD,GLOUCESTERSHIRE,51.692006,-2.4585003,,,,,,,,,
934,,MOORE HOSPITAL,MOORE ROAD,CHELTENHAM,SW,GL54 2AZ,GLOUCESTERSHIRE,51.886326,-1.7567903,,,,,,,,,
935,,HIGHWORTH CLINIC,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
936,,BOSCOMBE COMMUNITY HOSPITAL,11 SHELLEY ROAD,BOURNEMOUTH,SW,BH1 4JQ,DORSET,50.729266,-1.8414734,,,,,,,,,
937,,KINGS PARK HOSPITAL,GLOUCESTER ROAD,BOURNEMOUTH,SW,BH7 6JF,DORSET,50.731593,-1.8333608,,,,,,,,,
938,,HERBERT HOSPITAL,ALUMHURST ROAD,BOURNEMOUTH,SW,BH4 8EW,DORSET,50.716727,-1.9044211,,,,,,,,,
939,,ADDINGTON UNIT,POOLE LANE,BOURNEMOUTH,SW,BH11 9DP,DORSET,50.768568,-1.903309,,,,,,,,,
940,,FINIGAN UNIT,HERBERT HOSPITAL SITE,BOURNEMOUTH,SW,BH4 8EW,DORSET,50.716727,-1.9044211,,,,,,,,,
941,,SEDMAN UNIT,16-18 TOWER ROAD,BOURNEMOUTH,SW,BH1 4LB,DORSET,50.730076,-1.8419383,,,,,,,,,
942,,PARK LODGE,KINGS PARK COMMUNITY HOSPITAL,BOURNEMOUTH,SW,BH7 6JF,DORSET,50.731593,-1.8333608,,,,,,,,,
943,,ROYAL BOURNEMOUTH GENERAL HOSPITAL,CASTLE LANE EAST,BOURNEMOUTH,SW,BH7 7DW,DORSET,50.747482,-1.8205054,,,,,,,,,
944,,ROYAL BOURNEMOUTH AND CHRISTCHURCH NHS TRUST,ROYAL BOURNEMOUTH GENERAL HOSPITAL,BOURNEMOUTH,SW,BH7 7DW,DORSET,50.747482,-1.8205054,,,,,,,,,
945,,HONEYLANDS CHILDRENS CENTRE,PINHOE ROAD,EXETER,SW,EX4 8AD,DEVON,50.731606,-3.4939656,,,,,,,,,
946,,MARDON NEURO-REHABILITATION CENTRE,MARDON HOUSE,EXETER,SW,EX2 4UD,DEVON,50.716588,-3.5134473,,,,,,,,,
947,,DIX'S FIELD,11-15 DIX'S FIELD,EXETER,SW,EX1 1QA,DEVON,50.724024,-3.5246245,,,,,,,,,
948,,MOUNT GOULD HOSPITAL,MOUNT GOULD ROAD,PLYMOUTH,SW,PL4 7QD,DEVON,50.378513,-4.1151078,,,,,,,,,
949,,SCOTT HOSPITAL,BEACON PARK ROAD,PLYMOUTH,SW,PL2 2PQ,DEVON,50.390641,-4.1618788,,,,,,,,,
950,,ROYAL EYE INFIRMARY,3 ALPHA WAY,PLYMOUTH,SW,PL6 5ZF,DEVON,50.413512,-4.1238734,,,,,,,,,
951,,REGENT HOUSE,REGENT CLOSE,TORQUAY,SW,TQ2 7AN,DEVON,50.479703,-3.5494475,,,,,,,,,
952,,WONFORD HOUSE,WONFORD HOUSE HOSPITAL,EXETER,SW,EX2 5AF,DEVON,50.715395,-3.5062979,,,,,,,,,
953,,KNIGHTSHAYES,WHIPTON HOSPITAL,EXETER,SW,EX1 3RB,DEVON,50.730977,-3.48414,,,,,,,,,
954,,THE CEDARS (EXETER),DRYDEN ROAD,EXETER,SW,EX2 5SN,DEVON,50.715356,-3.5044268,,,,,,,,,
955,,FRANKLYN COMMUNITY HOSPITAL,FRANKLYN DRIVE,EXETER,SW,EX2 9HS,DEVON,50.712419,-3.549418,,,,,,,,,
956,,HEAVITREE HOSPITAL,GLADSTONE ROAD,EXETER,SW,EX1 2ED,DEVON,50.724396,-3.5140106,,,,,,,,,
957,,FRANKLYN HOSPITAL,FRANKLYN DRIVE,EXETER,SW,EX2 9HS,DEVON,50.712419,-3.549418,,,,,,,,,
958,,WITHYCOMBE CLINIC,89 WITHYCOMBE VILLAGE ROAD,EXMOUTH,SW,EX8 3AE,DEVON,50.627949,-3.4036098,,,,,,,,,
959,,COLLEGE SURGERY,COLLEGE ROAD,CULLOMPTON,SW,EX15 1TG,DEVON,50.860371,-3.3906715,,,,,,,,,
960,,THE BARTON SURGERY,BARTON TERRACE,DAWLISH,SW,EX7 9QH,DEVON,50.579825,-3.4735351,,,,,,,,,
961,,NEWCOURT HOUSE,OLD RYDON LANE,EXETER,SW,EX2 7JU,DEVON,50.703689,-3.4779391,,,,,,,,,
962,,ADULT CMHT BARNFIELD UNIT,MINEHEAD COMMUNITY HOSPITAL,MINEHEAD,SW,TA24 6DF,SOMERSET,51.19875,-3.4628565,,,,,,,,,
963,,FROME COMMUNITY HOSPITAL,PARK ROAD,FROME,SW,BA11 1EY,SOMERSET,,,,,,,,,,,
964,,SHEPTON MALLET COMMUNITY HOSPITAL,OLD WELLS ROAD,SHEPTON MALLET,SW,BA4 4PG,SOMERSET,51.190575,-2.5624857,,,,,,,,,
965,,THE GRANGE SCHOOL,REDVERS ROAD,CHRISTCHURCH,SW,BH23 3AU,DORSET,50.740818,-1.7559916,,,,,,,,,
966,,BOSCOMBE COMMUNITY HOSPITAL,11 SHELLEY ROAD,BOURNEMOUTH,SW,BH1 4JQ,DORSET,50.729266,-1.8414734,,,,,,,,,
967,,DORSET COUNTY HOSPITAL,WILLIAMS AVENUE,DORCHESTER,SW,DT1 2JY,DORSET,50.713461,-2.4471253,,,,,,,,,
968,,LITTLEDOWN SURGERY,HAREWOOD CRESCENT,BOURNEMOUTH,SW,BH7 7BU,DORSET,50.741647,-1.8334386,,,,,,,,,
969,,POOLE HOSPITAL,LONGFLEET ROAD,POOLE,SW,BH15 2JB,DORSET,50.721987,-1.9731169,,,,,,,,,
970,,SWANAGE COMMUNITY HOSPITAL,QUEENS ROAD,SWANAGE,SW,BH19 2ES,DORSET,50.60551,-1.9612135,,,,,,,,,
971,,WESTBOURNE MEDICAL CENTRE,MILBURN ROAD,BOURNEMOUTH,SW,BH4 9HJ,DORSET,50.723542,-1.9034439,,,,,,,,,
972,,SUBSTANCE MISUSE TEAM,GLANVILLE HOUSE,BRIDGWATER,SW,TA6 5AT,SOMERSET,51.130927,-2.9981171,,,,,,,,,
973,,WIMBORNE HOSPITAL,VICTORIA ROAD,WIMBORNE,SW,BH21 1ER,DORSET,50.802195,-1.9959181,,,,,,,,,
974,,RIVERSVALE,LITCHDON STREET,BARNSTAPLE,SW,EX32 8ND,DEVON,51.076853,-4.0565639,,,,,,,,,
975,,BARNSTAPLE HEALTH CENTRE,VICARAGE STREET,BARNSTAPLE,SW,EX32 7BH,DEVON,51.083292,-4.0560642,,,,,,,,,
976,,PATHFIELDS SCHOOL,ABBEY ROAD,BARNSTAPLE,SW,EX31 1JU,DEVON,51.086024,-4.063839,,,,,,,,,
977,,LYNTON RESOURCE CENTRE,LEE ROAD,LYNTON,SW,EX35 6BP,DEVON,51.230124,-3.837195,,,,,,,,,
978,,ILFRACOMBE,ST. BRANNOCKS PARK ROAD,ILFRACOMBE,SW,EX34 8JF,DEVON,51.204523,-4.1244066,,,,,,,,,
979,,HOLSWORTHY HOSPITAL,DOBLES LANE,HOLSWORTHY,SW,EX22 6JQ,DEVON,50.81843,-4.3499792,,,,,,,,,
980,,SOUTH MOLTON HEALTH CENTRE,9-10 EAST STREET,SOUTH MOLTON,SW,EX36 3BZ,DEVON,51.018386,-3.8325037,,,,,,,,,
981,,BIDEFORD HOSPITAL,ABBOTSHAM ROAD,BIDEFORD,SW,EX39 3AG,DEVON,51.017939,-4.2124935,,,,,,,,,
982,,HIGHFIELD HOUSE,VICARAGE STREET,BARNSTAPLE,SW,EX32 7BT,DEVON,51.082499,-4.0571855,,,,,,,,,
983,,TORRINGTON HOSPITAL,CALF STREET,TORRINGTON,SW,EX38 7BJ,DEVON,50.954834,-4.1369744,,,,,,,,,
984,,SOUTH MOLTON HOSPITAL,WIDGERY DRIVE,SOUTH MOLTON,SW,EX36 4DP,DEVON,51.017075,-3.8392386,,,,,,,,,
985,,TAVISTOCK HOSPITAL,SPRING HILL,TAVISTOCK,SW,PL19 8LD,DEVON,50.547178,-4.1535757,,,,,,,,,
986,,TAVISTOCK MATERNITY HOSPITAL,SPRING HILL,TAVISTOCK,SW,PL19 8LD,DEVON,50.547178,-4.1535757,,,,,,,,,
987,,SOUTH HAMS HOSPITAL,PLYMOUTH ROAD,KINGSBRIDGE,SW,TQ7 1AT,DEVON,50.288709,-3.7788257,,,,,,,,,
988,,CUMBERLAND CENTRE,DAMEREL CLOSE,PLYMOUTH,SW,PL1 4JZ,DEVON,50.369816,-4.1688071,,,,,,,,,
989,,ROYAL BOURNEMOUTH HOSPITAL (PERIPHERAL CLINIC),CASTLE LANE EAST,BOURNEMOUTH,SW,BH7 7DW,DORSET,50.747482,-1.8205054,,,,,,,,,
990,,WESTMINSTER MEMORIAL HOSPITAL,ABBEY WALK,SHAFTESBURY,SW,SP7 8BD,DORSET,51.004721,-2.2001501,,,,,,,,,
991,,IMMUNOLOGY - DERRIFORD HOSPITAL,"COMBINED LABS, LEVEL 7",PLYMOUTH,SW,PL6 8DH,DEVON,50.41672,-4.1136845,,,,,,,,,
992,,VICTORIA WAREHOUSE,THE DOCKS,GLOUCESTER,SW,GL1 2EL,GLOUCESTERSHIRE,51.863607,-2.2509517,,,,,,,,,
993,,TEIGN CORE ADULT MH 2,ESTUARY HOUSE,NEWTON ABBOT,SW,TQ12 4PH,DEVON,50.532788,-3.5917401,,,,,,,,,
994,,OPMH TEIGNBRIDGE (NMP),ESTUARY HOUSE,NEWTON ABBOT,SW,TQ12 4PH,DEVON,50.532788,-3.5917401,,,,,,,,,
995,,HANHAM CENTRE,HANHAM ROAD,WIMBORNE,SW,BH21 1AS,DORSET,50.801115,-1.9847789,,,,,,,,,
996,,SHERBOURNE HOUSE,KINGSTEIGNTON ROAD,NEWTON ABBOT,SW,TQ12 2PF,DEVON,50.531647,-3.6086622,,,,,,,,,
997,,PMSH SERVICE,31 ALMA ROAD,BOURNEMOUTH,SW,BH9 1BP,DORSET,50.739605,-1.8763574,,,,,,,,,
998,,PORTFIELD HALL,94 PORTFIELD ROAD,CHRISTCHURCH,SW,BH23 2AQ,DORSET,50.740633,-1.7852009,,,,,,,,,
999,,EASTWAY CLINIC,EAST WAY,BOURNEMOUTH,SW,BH8 9PU,DORSET,50.747821,-1.8581221,,,,,,,,,
1000,,PARKSTONE HEALTH CENTRE,MANSFIELD ROAD,POOLE,SW,BH14 0DJ,DORSET,50.728442,-1.9423682,,,,,,,,,
1001,,BEAUFORT ROAD SURGERY,21 BEAUFORT ROAD,BOURNEMOUTH,SW,BH6 5AJ,DORSET,50.728157,-1.814841,,,,,,,,,
1002,,PELHAMS HEALTH CENTRE,PELHAMS PARK,BOURNEMOUTH,SW,BH10 7LH,DORSET,50.771193,-1.9014175,,,,,,,,,
1003,,FLORENCE HOUSE,49 ALUMHURST ROAD,BOURNEMOUTH,SW,BH4 8EW,DORSET,50.716727,-1.9044211,,,,,,,,,
1004,,SWANAGE HEALTH CENTRE,RAILWAY STATION APPROACH,SWANAGE,SW,BH19 1HB,DORSET,50.609961,-1.9600227,,,,,,,,,
1005,,DELPHWOOD,ASHDOWN CLOSE,POOLE,SW,BH17 8WG,DORSET,50.747498,-1.9678297,,,,,,,,,
1006,,BLANDFORD DERMATOLOGY,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
1007,,BLANDFORD ENT,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
1008,,BLANDFORD TARRANT WARD,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
1009,,BLANDFORD MIU,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
1010,,ADULT MH - FORSTON UNIT AE,FORSTON CLINIC,DORCHESTER,SW,DT2 9TB,DORSET,50.7543,-2.4533976,,,,,,,,,
1011,,WESTHAVEN RADIPOLE WARD,RADIPOLE LANE,WEYMOUTH,SW,DT4 0QE,DORSET,50.614914,-2.479801,,,,,,,,,
1012,,PORTLAND CASTLETOWN WARD,PORTLAND COMMUNITY HOSPITAL,PORTLAND,SW,DT5 1AX,DORSET,50.56587,-2.4448227,,,,,,,,,
1013,,PORTLAND MIU,PORTLAND HOSPITAL,PORTLAND,SW,DT5 1AX,DORSET,50.56587,-2.4448227,,,,,,,,,
1014,,BRIDPORT DERMATOLOGY,BRIDPORT COMMUNITY HOSPITAL,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
1015,,LANGDON WARD B'PORT,BRIDPORT COMMUNITY HOSPITAL,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
1016,,BRIDPORT MIU,BRIDPORT COMMUNITY HOSPITAL,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
1017,,BRIDPORT RHEUMATOLOGY,BRIDPORT COMMUNITY HOSPITAL,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
1018,,SHERBORNE DERMATOLOGY,YEATMAN HOSPITAL,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
1019,,CMHT-A SHERBORNE,ASHLEY ELM HOUSE,SHERBORNE,SW,DT9 3JE,DORSET,50.949962,-2.5195305,,,,,,,,,
1020,,SHERBORNE WILLOWS UNIT,YEATMAN HOSPITAL,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
1021,,SHERBORNE MIU,YEATMAN HOSPITAL,SHERBORNE,SW,DT9 3JU,DORSET,50.949664,-2.5198404,,,,,,,,,
1022,,CMHT-A SHAFTESBURY,ABBEY VIEW MEDICAL CENTRE,SHAFTESBURY,SW,SP7 8DH,DORSET,51.002839,-2.1912489,,,,,,,,,
1023,,SHAFTESBURY MIU,WESTMINSTER MEMORIAL HOSPITAL,SHAFTESBURY,SW,SP7 8BD,DORSET,51.004721,-2.2001501,,,,,,,,,
1024,,OPMH FRANKLYN HOSPITAL,FRANKLYN HOSPITAL,EXETER,SW,EX2 9HS,DEVON,50.712419,-3.549418,,,,,,,,,
1025,,PRESCRIBER 027,CASTLEWOOD,CLEVEDON,SW,BS21 6FW,SOMERSET,51.438683,-2.8409847,,,,,,,,,
1026,,WONFORD GREEN SURGERY,BURNTHOUSE LANE,EXETER,SW,EX2 6NF,DEVON,50.713847,-3.4994208,,,,,,,,,
1027,,WYNDAM HOUSE SURGERY,FORE STREET,EXETER,SW,EX5 4HZ,DEVON,50.817531,-3.4831491,,,,,,,,,
1028,,HAWKINS HOUSE,PYNES HILL,EXETER,SW,EX2 5SS,DEVON,50.710422,-3.4852611,,,,,,,,,
1029,,BRIDPORT HUGHES UNIT,THE HUGHES UNIT,BRIDPORT,SW,DT6 5DR,DORSET,50.741605,-2.769928,,,,,,,,,
1030,,WEYMOUTH LINDEN UNIT,LINDEN UNIT,WEYMOUTH,SW,DT4 0QE,DORSET,50.614914,-2.479801,,,,,,,,,
1031,,CMHT-A DORCHESTER,MAIDEN CASTLE ROAD,DORCHESTER,SW,DT1 2ER,DORSET,50.706125,-2.4443931,,,,,,,,,
1032,,DORCHESTER MELSTOCK HOUSE,FORSTON CLINIC,DORCHESTER,SW,DT2 9TB,DORSET,50.7543,-2.4533976,,,,,,,,,
1033,,SHERBORNE CMHT,ASHLEYS ELM HOUSE,SHERBORNE,SW,DT9 3JE,DORSET,50.949962,-2.5195305,,,,,,,,,
1034,,SWANAGE HOSPITAL MIU,SWANAGE HOSPITAL,SWANAGE,SW,BH19 2ES,DORSET,50.60551,-1.9612135,,,,,,,,,
1035,,SWANAGE HOSPITAL THEATRE,SWANAGE HOSPITAL,SWANAGE,SW,BH19 2ES,DORSET,50.60551,-1.9612135,,,,,,,,,
1036,,WIMBORNE HOSPITAL THEATRE,WIMBORNE HOSPITAL,WIMBORNE,SW,BH21 1ER,DORSET,50.802195,-1.9959181,,,,,,,,,
1037,,TETBURY HOSPITAL,MALMESBURY ROAD,TETBURY,SW,GL8 8XB,GLOUCESTERSHIRE,51.63522,-2.1546715,,,,,,,,,
1038,,WINFIELD HOSPITAL,RAMSEY HEALTHCARE,GLOUCESTER,SW,GL2 9WH,GLOUCESTERSHIRE,51.880564,-2.242228,,,,,,,,,
1039,,SWIFTS LEARNING DISABILITY SERVICE,MARVIN HOUSE,DORCHESTER,SW,DT2 9PS,DORSET,50.693332,-2.4526252,,,,,,,,,
1040,,PRESCRIBER 113,KINGSWOOD HUB,BRISTOL,SW,BS15 4DA,GLOUCESTERSHIRE,51.4626,-2.4999413,,,,,,,,,
1041,,DORCHESTER ELDERLY CMHT,30 MAIDEN CASTLE ROAD,DORCHESTER,SW,DT1 2ER,DORSET,50.706125,-2.4443931,,,,,,,,,
1042,,WEYMOUTH/PORTLAND CMHT DS,WESTHAVEN CMHT,WEYMOUTH,SW,DT4 0QE,DORSET,50.614914,-2.479801,,,,,,,,,
1043,,CMHT-A BLANDFORD MILLDOWN,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
