CPT1/HCPCS,Mod,Status,Description,Work RVUs,Non-Facility PE RVUs,Facility PE RVUs,Mal-Practice RVUs,Total Non-Facility RVUs,Total Facility RVUs,Global
64610,,A,Injection treatment of nerve,7.20,11.73,4.64,2.41,21.34,14.25,010
64611,,A,Chemodenerv saliv glands,1.03,1.94,1.54,0.40,3.37,2.97,010
64612,,A,Destroy nerve face muscle,1.41,2.03,1.65,0.29,3.73,3.35,010
64615,,A,Chemodenerv musc migraine,1.85,1.67,1.13,0.64,4.16,3.62,010
64616,,A,Chemodenerv musc neck dyston,1.53,1.60,1.13,0.52,3.65,3.18,010
64617,,A,Chemodener muscle larynx emg,1.90,2.76,1.05,0.46,5.12,3.41,010
64620,,A,Injection treatment of nerve,2.89,2.67,1.78,0.24,5.80,4.91,010
64630,,A,Injection treatment of nerve,3.05,3.08,2.00,0.45,6.58,5.50,010
64632,,A,N block inj common digit,1.23,1.12,0.66,0.08,2.43,1.97,010
64633,,A,Destroy cerv/thor facet jnt,3.84,7.72,2.32,0.31,11.87,6.47,010
64634,,A,Destroy c/th facet jnt addl,1.32,3.89,0.53,0.11,5.32,1.96,ZZZ
64635,,A,Destroy lumb/sac facet jnt,3.78,7.66,2.30,0.30,11.74,6.38,010
64636,,A,Destroy l/s facet jnt addl,1.16,3.59,0.46,0.09,4.84,1.71,ZZZ
64640,,A,Injection treatment of nerve,1.23,2.42,1.33,0.10,3.75,2.66,010
64642,,A,Chemodenerv 1 extremity 1-4,1.65,2.02,1.11,0.39,4.06,3.15,000
64643,,A,Chemodenerv 1 extrem 1-4 ea,1.22,1.18,0.62,0.25,2.65,2.09,ZZZ
64644,,A,Chemodenerv 1 extrem 5/> mus,1.82,2.43,1.20,0.42,4.67,3.44,000
64645,,A,Chemodenerv 1 extrem 5/> ea,1.39,1.56,0.70,0.33,3.28,2.42,ZZZ
64646,,A,Chemodenerv trunk musc 1-5,1.80,2.02,1.13,0.44,4.26,3.37,000
64647,,A,Chemodenerv trunk musc 6/>,2.11,2.39,1.30,0.58,5.08,3.99,000
64650,,A,Chemodenerv eccrine glands,0.70,1.38,0.39,0.13,2.21,1.22,000
64653,,A,Chemodenerv eccrine glands,0.88,1.58,0.45,0.23,2.69,1.56,000
64680,,A,Injection treatment of nerve,2.67,5.76,1.80,0.26,8.69,4.73,010
64681,,A,Injection treatment of nerve,3.78,10.02,2.93,1.12,14.92,7.83,010
64702,,A,Revise finger/toe nerve,6.26,NA,7.00,1.08,NA,14.34,090
64704,,A,Revise hand/foot nerve,4.69,NA,3.97,0.50,NA,9.16,090
64708,,A,Revise arm/leg nerve,6.36,NA,6.75,1.20,NA,14.31,090
64712,,A,Revision of sciatic nerve,8.07,NA,7.04,1.59,NA,16.70,090
64713,,A,Revision of arm nerve(s),11.40,NA,8.29,2.43,NA,22.12,090
64714,,A,Revise low back nerve(s),10.55,NA,8.03,1.82,NA,20.40,090
64716,,A,Revision of cranial nerve,6.99,NA,7.18,1.14,NA,15.31,090
64718,,A,Revise ulnar nerve at elbow,7.26,NA,8.27,1.45,NA,16.98,090
64719,,A,Revise ulnar nerve at wrist,4.97,NA,5.55,0.96,NA,11.48,090
64721,,A,Carpal tunnel surgery,4.97,6.33,6.26,1.00,12.30,12.23,090
64722,,A,Relieve pressure on nerve(s),4.82,NA,4.73,0.88,NA,10.43,090
64726,,A,Release foot/toe nerve,4.27,NA,3.19,0.37,NA,7.83,090
64727,,A,Internal nerve revision,3.10,NA,1.59,0.66,NA,5.35,ZZZ
64732,,A,Incision of brow nerve,4.89,NA,5.09,0.82,NA,10.80,090
64734,,A,Incision of cheek nerve,5.55,NA,6.72,2.29,NA,14.56,090
64736,,A,Incision of chin nerve,5.23,NA,5.09,0.85,NA,11.17,090
64738,,A,Incision of jaw nerve,6.36,NA,5.81,1.06,NA,13.23,090
64740,,A,Incision of tongue nerve,6.22,NA,5.91,0.85,NA,12.98,090
64742,,A,Incision of facial nerve,6.85,NA,5.24,0.97,NA,13.06,090
64744,,A,Incise nerve back of head,5.72,NA,6.25,2.22,NA,14.19,090
64746,,A,Incise diaphragm nerve,6.56,NA,4.31,1.36,NA,12.23,090
64755,,A,Incision of stomach nerves,15.05,NA,6.65,3.58,NA,25.28,090
64760,,A,Incision of vagus nerve,7.59,NA,5.11,1.59,NA,14.29,090
64763,,A,Incise hip/thigh nerve,7.56,NA,4.92,1.32,NA,13.80,090
64766,,A,Incise hip/thigh nerve,9.47,NA,5.75,0.99,NA,16.21,090
64771,,A,Sever cranial nerve,8.15,NA,7.64,1.48,NA,17.27,090
64772,,A,Incision of spinal nerve,7.84,NA,6.79,1.59,NA,16.22,090
64774,,A,Remove skin nerve lesion,5.80,NA,5.06,1.05,NA,11.91,090
64776,,A,Remove digit nerve lesion,5.60,NA,4.76,0.79,NA,11.15,090
64778,,A,Digit nerve surgery add-on,3.11,NA,0.77,0.21,NA,4.09,ZZZ
64782,,A,Remove limb nerve lesion,6.86,NA,5.30,0.91,NA,13.07,090
64783,,A,Limb nerve surgery add-on,3.71,NA,2.11,0.59,NA,6.41,ZZZ
64784,,A,Remove nerve lesion,10.62,NA,8.47,1.89,NA,20.98,090
64786,,A,Remove sciatic nerve lesion,16.25,NA,11.65,3.34,NA,31.24,090
64787,,A,Implant nerve end,4.29,NA,2.06,0.68,NA,7.03,ZZZ
64788,,A,Remove skin nerve lesion,5.24,NA,5.16,1.07,NA,11.47,090
64790,,A,Removal of nerve lesion,12.10,NA,9.23,3.10,NA,24.43,090
64792,,A,Removal of nerve lesion,15.86,NA,12.61,2.78,NA,31.25,090
64795,,A,Biopsy of nerve,3.01,NA,1.80,0.80,NA,5.61,000
64802,,A,Sympathectomy cervical,10.37,NA,6.56,1.61,NA,18.54,090
64804,,A,Remove sympathetic nerves,15.91,NA,6.79,3.17,NA,25.87,090
64809,,A,Remove sympathetic nerves,14.71,NA,7.81,3.62,NA,26.14,090
64818,,A,Remove sympathetic nerves,11.34,NA,4.10,1.00,NA,16.44,090
64820,,A,Sympathectomy digital artery,10.74,NA,8.06,1.58,NA,20.38,090
64821,,A,Remove sympathetic nerves,9.33,NA,9.02,1.49,NA,19.84,090
64822,,A,Remove sympathetic nerves,9.33,NA,9.02,1.48,NA,19.83,090
64823,,A,Sympathectomy supfc palmar,10.94,NA,9.54,2.20,NA,22.68,090
64831,,A,Repair of digit nerve,9.16,NA,8.93,1.64,NA,19.73,090
64832,,A,Repair nerve add-on,5.65,NA,3.14,0.99,NA,9.78,ZZZ
64834,,A,Repair of hand or foot nerve,10.81,NA,8.72,1.93,NA,21.46,090
64835,,A,Repair of hand or foot nerve,11.73,NA,9.28,2.19,NA,23.20,090
64836,,A,Repair of hand or foot nerve,11.73,NA,9.96,2.03,NA,23.72,090
64837,,A,Repair nerve add-on,6.25,NA,3.73,1.06,NA,11.04,ZZZ
64840,,A,Repair of leg nerve,14.02,NA,11.04,2.99,NA,28.05,090
64856,,A,Repair/transpose nerve,15.07,NA,11.23,2.89,NA,29.19,090
64857,,A,Repair arm/leg nerve,15.82,NA,11.71,2.89,NA,30.42,090
64858,,A,Repair sciatic nerve,17.82,NA,12.55,3.42,NA,33.79,090
64859,,A,Nerve surgery,4.25,NA,2.36,0.66,NA,7.27,ZZZ
64861,,A,Repair of arm nerves,20.89,NA,11.71,3.46,NA,36.06,090
64862,,A,Repair of low back nerves,21.09,NA,13.61,5.49,NA,40.19,090
64864,,A,Repair of facial nerve,13.41,NA,9.88,2.06,NA,25.35,090
64865,,A,Repair of facial nerve,16.09,NA,13.67,2.36,NA,32.12,090
64866,,A,Fusion of facial/other nerve,16.83,NA,13.70,2.41,NA,32.94,090
64868,,A,Fusion of facial/other nerve,14.90,NA,12.27,2.59,NA,29.76,090
64872,,A,Subsequent repair of nerve,1.99,NA,1.01,0.39,NA,3.39,ZZZ
64874,,A,Repair & revise nerve add-on,2.98,NA,1.34,0.44,NA,4.76,ZZZ
64876,,A,Repair nerve/shorten bone,3.37,NA,1.29,0.46,NA,5.12,ZZZ
64885,,A,Nerve graft head/neck </4 cm,17.60,NA,12.31,2.85,NA,32.76,090
64886,,A,Nerve graft head/neck >4 cm,20.82,NA,13.53,3.13,NA,37.48,090
64890,,A,Nerve graft hand/foot </4 cm,16.24,NA,12.52,2.69,NA,31.45,090
64891,,A,Nerve graft hand/foot >4 cm,17.35,NA,13.18,2.75,NA,33.28,090
64892,,A,Nerve graft arm/leg <4 cm,15.74,NA,11.27,3.10,NA,30.11,090
64893,,A,Nerve graft arm/leg >4 cm,16.87,NA,13.12,2.85,NA,32.84,090
64895,,A,Nerve graft hand/foot </4 cm,20.39,NA,14.41,3.96,NA,38.76,090
64896,,A,Nerve graft hand/foot >4 cm,21.96,NA,15.73,3.82,NA,41.51,090
64897,,A,Nerve graft arm/leg </4 cm,19.38,NA,14.16,3.55,NA,37.09,090
64898,,A,Nerve graft arm/leg >4 cm,20.97,NA,15.02,6.88,NA,42.87,090
64901,,A,Nerve graft add-on,10.20,NA,4.47,1.43,NA,16.10,ZZZ
64902,,A,Nerve graft add-on,11.81,NA,5.19,1.84,NA,18.84,ZZZ
64905,,A,Nerve pedicle transfer,15.11,NA,11.95,2.75,NA,29.81,090
64907,,A,Nerve pedicle transfer,20.03,NA,14.91,3.40,NA,38.34,090
64910,,A,Nerve repair w/allograft,11.39,NA,10.26,2.00,NA,23.65,090
64911,,A,Neurorraphy w/vein autograft,14.39,NA,12.51,2.38,NA,29.28,090
64999,,C,Nervous system surgery,0.00,0.00,0.00,0.00,0.00,0.00,YYY
65091,,A,Revise eye,7.26,NA,10.19,0.55,NA,18.00,090
65093,,A,Revise eye with implant,7.04,NA,10.21,0.53,NA,17.78,090
65101,,A,Removal of eye,8.30,NA,11.97,0.63,NA,20.90,090
65103,,A,Remove eye/insert implant,8.84,NA,12.31,0.65,NA,21.80,090
65105,,A,Remove eye/attach implant,9.93,NA,13.37,0.72,NA,24.02,090
65110,,A,Removal of eye,15.70,NA,17.73,1.26,NA,34.69,090
65112,,A,Remove eye/revise socket,18.51,NA,20.22,1.55,NA,40.28,090
65114,,A,Remove eye/revise socket,19.65,NA,20.77,1.53,NA,41.95,090
65125,,A,Revise ocular implant,3.27,9.20,4.62,0.30,12.77,8.19,090
65130,,A,Insert ocular implant,8.42,NA,11.66,0.61,NA,20.69,090
65135,,A,Insert ocular implant,8.60,NA,11.78,0.63,NA,21.01,090
65140,,A,Attach ocular implant,9.46,NA,12.69,0.68,NA,22.83,090
65150,,A,Revise ocular implant,6.43,NA,9.45,0.49,NA,16.37,090
65155,,A,Reinsert ocular implant,10.10,NA,13.06,0.75,NA,23.91,090
65175,,A,Removal of ocular implant,7.40,NA,10.66,0.55,NA,18.61,090
65205,,A,Remove foreign body from eye,0.71,0.84,0.50,0.04,1.59,1.25,000
65210,,A,Remove foreign body from eye,0.84,1.05,0.62,0.05,1.94,1.51,000
65220,,A,Remove foreign body from eye,0.71,0.86,0.42,0.08,1.65,1.21,000
65222,,A,Remove foreign body from eye,0.84,1.00,0.59,0.05,1.89,1.48,000
65235,,A,Remove foreign body from eye,9.01,NA,10.43,0.67,NA,20.11,090
65260,,A,Remove foreign body from eye,12.54,NA,13.78,0.90,NA,27.22,090
65265,,A,Remove foreign body from eye,14.34,NA,15.27,1.03,NA,30.64,090
65270,,A,Repair of eye wound,1.95,5.41,1.89,0.14,7.50,3.98,010
65272,,A,Repair of eye wound,4.62,9.24,4.99,0.34,14.20,9.95,090
65273,,A,Repair of eye wound,5.16,NA,5.24,0.41,NA,10.81,090
65275,,A,Repair of eye wound,6.29,9.60,6.35,0.45,16.34,13.09,090
65280,,A,Repair of eye wound,9.10,NA,9.28,0.66,NA,19.04,090
65285,,A,Repair of eye wound,15.36,NA,14.96,1.11,NA,31.43,090
65286,,A,Repair of eye wound,6.63,12.79,6.94,0.48,19.90,14.05,090
65290,,A,Repair of eye socket wound,6.53,NA,6.90,0.52,NA,13.95,090
65400,,A,Removal of eye lesion,7.50,11.18,9.05,0.55,19.23,17.10,090
65410,,A,Biopsy of cornea,1.47,2.46,1.39,0.11,4.04,2.97,000
65420,,A,Removal of eye lesion,4.36,9.91,6.02,0.32,14.59,10.70,090
65426,,A,Removal of eye lesion,6.05,11.94,7.08,0.44,18.43,13.57,090
65430,,A,Corneal smear,1.47,1.66,1.37,0.10,3.23,2.94,000
65435,,A,Curette/treat cornea,0.92,1.28,1.00,0.06,2.26,1.98,000
65436,,A,Curette/treat cornea,4.82,5.80,5.37,0.35,10.97,10.54,090
65450,,A,Treatment of corneal lesion,3.47,5.48,5.39,0.25,9.20,9.11,090
65600,,A,Revision of cornea,4.20,6.66,5.26,0.30,11.16,9.76,090
65710,,A,Corneal transplant,14.45,NA,15.84,1.04,NA,31.33,090
65730,,A,Corneal transplant,16.35,NA,17.25,1.18,NA,34.78,090
65750,,A,Corneal transplant,16.90,NA,16.85,1.22,NA,34.97,090
65755,,A,Corneal transplant,16.79,NA,16.79,1.21,NA,34.79,090
65756,,A,Corneal trnspl endothelial,16.84,NA,15.53,1.22,NA,33.59,090
65757,,C,Prep corneal endo allograft,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
65760,,N,Revision of cornea,0.00,0.00,0.00,0.00,0.00,0.00,XXX
65765,,N,Revision of cornea,0.00,0.00,0.00,0.00,0.00,0.00,XXX
65767,,N,Corneal tissue transplant,0.00,0.00,0.00,0.00,0.00,0.00,XXX
65770,,A,Revise cornea with implant,19.74,NA,18.59,1.41,NA,39.74,090
65771,,N,Radial keratotomy,0.00,0.00,0.00,0.00,0.00,0.00,XXX
65772,,A,Correction of astigmatism,5.09,7.31,6.06,0.37,12.77,11.52,090
65775,,A,Correction of astigmatism,6.91,NA,8.21,0.50,NA,15.62,090
65778,,A,Cover eye w/membrane,1.00,39.07,0.57,0.06,40.13,1.63,000
65779,,A,Cover eye w/membrane suture,2.50,31.29,1.64,0.18,33.97,4.32,000
65780,,A,Ocular reconst transplant,7.81,NA,10.51,0.57,NA,18.89,090
65781,,A,Ocular reconst transplant,18.14,NA,18.35,1.31,NA,37.80,090
65782,,A,Ocular reconst transplant,15.43,NA,16.08,1.11,NA,32.62,090
65785,,A,Impltj ntrstrml crnl rng seg,5.39,53.67,4.90,0.73,59.79,11.02,090
65800,,A,Drainage of eye,1.53,1.73,0.96,0.11,3.37,2.60,000
65810,,A,Drainage of eye,5.82,NA,6.95,0.42,NA,13.19,090
65815,,A,Drainage of eye,6.00,11.58,7.10,0.44,18.02,13.54,090
65820,,A,Relieve inner eye pressure,8.91,NA,11.63,0.65,NA,21.19,090
65850,,A,Incision of eye,11.39,NA,11.58,0.82,NA,23.79,090
65855,,A,Trabeculoplasty laser surg,3.00,3.70,2.68,0.22,6.92,5.90,010
65860,,A,Incise inner eye adhesions,3.59,4.88,3.34,0.26,8.73,7.19,090
65865,,A,Incise inner eye adhesions,5.77,NA,7.21,0.42,NA,13.40,090
65870,,A,Incise inner eye adhesions,7.39,NA,8.82,0.54,NA,16.75,090
65875,,A,Incise inner eye adhesions,7.81,NA,9.48,0.57,NA,17.86,090
65880,,A,Incise inner eye adhesions,8.36,NA,9.83,0.61,NA,18.80,090
65900,,A,Remove eye lesion,12.51,NA,13.89,0.90,NA,27.30,090
65920,,A,Remove implant of eye,9.99,NA,11.62,0.72,NA,22.33,090
65930,,A,Remove blood clot from eye,8.39,NA,9.06,0.61,NA,18.06,090
66020,,A,Injection treatment of eye,1.64,3.51,1.96,0.12,5.27,3.72,010
66030,,A,Injection treatment of eye,1.30,3.30,1.75,0.09,4.69,3.14,010
66130,,A,Remove eye lesion,7.83,11.30,7.75,0.57,19.70,16.15,090
66150,,A,Glaucoma surgery,10.53,NA,13.54,0.76,NA,24.83,090
66155,,A,Glaucoma surgery,10.52,NA,13.53,0.76,NA,24.81,090
66160,,A,Glaucoma surgery,12.39,NA,14.70,0.89,NA,27.98,090
66170,,A,Glaucoma surgery,13.94,NA,16.06,1.01,NA,31.01,090
66172,,A,Incision of eye,14.84,NA,17.83,1.07,NA,33.74,090
66174,,A,Translum dil eye canal,12.85,NA,13.09,0.93,NA,26.87,090
66175,,A,Trnslum dil eye canal w/stnt,13.60,NA,13.56,0.98,NA,28.14,090
66179,,A,Aqueous shunt eye w/o graft,14.00,NA,15.53,1.01,NA,30.54,090
66180,,A,Aqueous shunt eye w/graft,15.00,NA,16.15,1.08,NA,32.23,090
66183,,A,Insert ant drainage device,13.20,NA,15.03,0.95,NA,29.18,090
66184,,A,Revision of aqueous shunt,9.58,NA,11.97,0.69,NA,22.24,090
66185,,A,Revise aqueous shunt eye,10.58,NA,12.58,0.76,NA,23.92,090
66220,,A,Repair eye lesion,9.21,NA,10.09,0.82,NA,20.12,090
66225,,A,Repair/graft eye lesion,12.63,NA,12.88,0.91,NA,26.42,090
66250,,A,Follow-up surgery of eye,7.10,13.55,8.18,0.52,21.17,15.80,090
66500,,A,Incision of iris,3.83,NA,5.92,0.28,NA,10.03,090
66505,,A,Incision of iris,4.22,NA,6.48,0.36,NA,11.06,090
66600,,A,Remove iris and lesion,10.12,NA,12.73,0.73,NA,23.58,090
66605,,A,Removal of iris,14.22,NA,14.69,1.03,NA,29.94,090
66625,,A,Removal of iris,5.30,NA,6.47,0.39,NA,12.16,090
66630,,A,Removal of iris,7.28,NA,8.33,0.53,NA,16.14,090
66635,,A,Removal of iris,7.37,NA,8.37,0.54,NA,16.28,090
66680,,A,Repair iris & ciliary body,6.39,NA,7.82,0.47,NA,14.68,090
66682,,A,Repair iris & ciliary body,7.33,NA,10.20,0.53,NA,18.06,090
66700,,A,Destruction ciliary body,5.14,7.23,5.64,0.37,12.74,11.15,090
66710,,A,Ciliary transsleral therapy,5.14,6.93,5.63,0.37,12.44,11.14,090
66711,,A,Ciliary endoscopic ablation,7.93,NA,9.72,0.57,NA,18.22,090
66720,,A,Destruction ciliary body,4.75,7.92,6.50,0.35,13.02,11.60,090
66740,,A,Destruction ciliary body,5.14,6.85,5.63,0.37,12.36,11.14,090
66761,,A,Revision of iris,3.00,5.15,3.47,0.22,8.37,6.69,010
66762,,A,Revision of iris,5.38,7.67,6.32,0.39,13.44,12.09,090
66770,,A,Removal of inner eye lesion,6.13,8.36,7.14,0.45,14.94,13.72,090
66820,,A,Incision secondary cataract,4.01,NA,6.86,0.29,NA,11.16,090
66821,,A,After cataract laser surgery,3.42,5.66,5.14,0.25,9.33,8.81,090
66825,,A,Reposition intraocular lens,9.01,NA,11.85,0.66,NA,21.52,090
66830,,A,Removal of lens lesion,9.47,NA,10.07,0.68,NA,20.22,090
66840,,A,Removal of lens material,9.18,NA,9.89,0.67,NA,19.74,090
66850,,A,Removal of lens material,10.55,NA,11.16,0.76,NA,22.47,090
66852,,A,Removal of lens material,11.41,NA,11.70,0.82,NA,23.93,090
66920,,A,Extraction of lens,10.13,NA,10.52,0.73,NA,21.38,090
66930,,A,Extraction of lens,11.61,NA,11.80,0.83,NA,24.24,090
66940,,A,Extraction of lens,10.37,NA,11.06,0.74,NA,22.17,090
66982,,A,Cataract surgery complex,11.08,NA,10.67,0.79,NA,22.54,090
66983,,A,Cataract surg w/iol 1 stage,10.43,NA,9.97,0.62,NA,21.02,090
66984,,A,Cataract surg w/iol 1 stage,8.52,NA,9.01,0.61,NA,18.14,090
66985,,A,Insert lens prosthesis,9.98,NA,11.13,0.71,NA,21.82,090
66986,,A,Exchange lens prosthesis,12.26,NA,12.62,0.88,NA,25.76,090
66990,,A,Ophthalmic endoscope add-on,1.51,NA,0.95,0.11,NA,2.57,ZZZ
66999,,C,Eye surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
67005,,A,Partial removal of eye fluid,5.89,NA,7.07,0.43,NA,13.39,090
67010,,A,Partial removal of eye fluid,7.06,NA,7.81,0.51,NA,15.38,090
67015,,A,Release of eye fluid,7.14,NA,8.78,0.52,NA,16.44,090
67025,,A,Replace eye fluid,8.11,11.84,9.23,0.59,20.54,17.93,090
67027,,A,Implant eye drug system,11.62,NA,11.70,0.84,NA,24.16,090
67028,,A,Injection eye drug,1.44,1.34,1.30,0.11,2.89,2.85,000
67030,,A,Incise inner eye strands,6.11,NA,8.52,0.45,NA,15.08,090
67031,,A,Laser surgery eye strands,4.47,6.20,5.31,0.33,11.00,10.11,090
67036,,A,Removal of inner eye fluid,12.13,NA,12.54,0.87,NA,25.54,090
67039,,A,Laser treatment of retina,13.20,NA,13.21,0.96,NA,27.37,090
67040,,A,Laser treatment of retina,14.50,NA,14.04,1.05,NA,29.59,090
67041,,A,Vit for macular pucker,16.33,NA,15.15,1.18,NA,32.66,090
67042,,A,Vit for macular hole,16.33,NA,15.18,1.18,NA,32.69,090
67043,,A,Vit for membrane dissect,17.40,NA,15.86,1.26,NA,34.52,090
67101,,A,Repair detached retina crtx,3.50,5.53,4.32,0.25,9.28,8.07,010
67105,,A,Repair detached retina pc,3.39,4.76,4.16,0.25,8.40,7.80,010
67107,,A,Repair detached retina,16.00,NA,14.96,1.16,NA,32.12,090
67108,,A,Repair detached retina,17.13,NA,15.69,1.24,NA,34.06,090
67110,,A,Repair detached retina,10.25,13.83,12.05,0.74,24.82,23.04,090
67113,,A,Repair retinal detach cplx,19.00,NA,17.63,1.38,NA,38.01,090
67115,,A,Release encircling material,6.11,NA,7.60,0.46,NA,14.17,090
67120,,A,Remove eye implant material,7.10,10.98,8.20,0.52,18.60,15.82,090
67121,,A,Remove eye implant material,12.25,NA,12.62,0.88,NA,25.75,090
67141,,A,Treatment of retina,6.15,8.22,7.23,0.45,14.82,13.83,090
67145,,A,Treatment of retina,6.32,8.13,7.34,0.46,14.91,14.12,090
67208,,A,Treatment of retinal lesion,7.65,8.77,8.19,0.56,16.98,16.40,090
67210,,A,Treatment of retinal lesion,6.36,7.86,7.37,0.46,14.68,14.19,090
67218,,A,Treatment of retinal lesion,20.36,NA,17.42,1.47,NA,39.25,090
67220,,A,Treatment of choroid lesion,6.36,8.30,7.37,0.46,15.12,14.19,090
67221,,R,Ocular photodynamic ther,3.45,4.42,2.37,0.25,8.12,6.07,000
67225,,A,Eye photodynamic ther add-on,0.47,0.34,0.30,0.03,0.84,0.80,ZZZ
67227,,A,Dstrj extensive retinopathy,3.50,4.46,3.54,0.25,8.21,7.29,010
67228,,A,Treatment x10sv retinopathy,4.39,4.94,4.01,0.32,9.65,8.72,010
67229,,A,Tr retinal les preterm inf,16.30,NA,15.58,1.18,NA,33.06,090
67250,,A,Reinforce eye wall,9.61,NA,11.81,0.69,NA,22.11,090
67255,,A,Reinforce/graft eye wall,8.38,NA,10.38,0.61,NA,19.37,090
67299,,C,Eye surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
67311,,A,Revise eye muscle,7.77,NA,8.60,0.57,NA,16.94,090
67312,,A,Revise two eye muscles,9.66,NA,9.82,0.69,NA,20.17,090
67314,,A,Revise eye muscle,8.79,NA,9.63,0.64,NA,19.06,090
67316,,A,Revise two eye muscles,10.93,NA,11.00,0.79,NA,22.72,090
67318,,A,Revise eye muscle(s),9.12,NA,10.22,0.66,NA,20.00,090
67320,,A,Revise eye muscle(s) add-on,5.40,NA,3.37,0.40,NA,9.17,ZZZ
67331,,A,Eye surgery follow-up add-on,5.13,NA,3.20,0.38,NA,8.71,ZZZ
67332,,A,Rerevise eye muscles add-on,5.56,NA,3.48,0.41,NA,9.45,ZZZ
67334,,A,Revise eye muscle w/suture,5.05,NA,3.16,0.37,NA,8.58,ZZZ
67335,,A,Eye suture during surgery,2.49,NA,1.56,0.18,NA,4.23,ZZZ
67340,,A,Revise eye muscle add-on,6.00,NA,3.76,0.44,NA,10.20,ZZZ
67343,,A,Release eye tissue,8.47,NA,9.43,0.64,NA,18.54,090
67345,,A,Destroy nerve of eye muscle,3.01,3.47,2.80,0.39,6.87,6.20,010
67346,,A,Biopsy eye muscle,2.87,NA,2.43,0.21,NA,5.51,000
67399,,C,Unlisted px extraocular musc,0.00,0.00,0.00,0.00,0.00,0.00,YYY
67400,,A,Explore/biopsy eye socket,11.20,NA,14.29,0.84,NA,26.33,090
67405,,A,Explore/drain eye socket,9.20,NA,12.44,0.79,NA,22.43,090
67412,,A,Explore/treat eye socket,10.30,NA,13.01,0.78,NA,24.09,090
67413,,A,Explore/treat eye socket,10.24,NA,13.17,0.78,NA,24.19,090
67414,,A,Explr/decompress eye socket,17.94,NA,18.26,1.40,NA,37.60,090
67415,,A,Aspiration orbital contents,1.76,NA,1.10,0.13,NA,2.99,000
67420,,A,Explore/treat eye socket,21.87,NA,22.14,1.87,NA,45.88,090
67430,,A,Explore/treat eye socket,15.29,NA,18.50,1.23,NA,35.02,090
67440,,A,Explore/drain eye socket,14.84,NA,18.23,1.07,NA,34.14,090
67445,,A,Explr/decompress eye socket,19.12,NA,19.11,1.51,NA,39.74,090
67450,,A,Explore/biopsy eye socket,15.41,NA,18.75,1.24,NA,35.40,090
67500,,A,Inject/treat eye socket,1.44,0.67,0.49,0.11,2.22,2.04,000
67505,,A,Inject/treat eye socket,1.27,1.15,0.94,0.09,2.51,2.30,000
67515,,A,Inject/treat eye socket,1.40,1.25,1.04,0.10,2.75,2.54,000
67550,,A,Insert eye socket implant,11.77,NA,14.63,0.91,NA,27.31,090
67560,,A,Revise eye socket implant,12.18,NA,14.87,0.93,NA,27.98,090
67570,,A,Decompress optic nerve,14.40,NA,16.77,1.89,NA,33.06,090
67599,,C,Orbit surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
67700,,A,Drainage of eyelid abscess,1.40,6.05,1.79,0.11,7.56,3.30,010
67710,,A,Incision of eyelid,1.07,5.14,1.60,0.08,6.29,2.75,010
67715,,A,Incision of eyelid fold,1.27,5.35,1.67,0.13,6.75,3.07,010
67800,,A,Remove eyelid lesion,1.41,2.07,1.43,0.10,3.58,2.94,010
67801,,A,Remove eyelid lesions,1.91,2.53,1.73,0.14,4.58,3.78,010
67805,,A,Remove eyelid lesions,2.27,3.25,2.23,0.17,5.69,4.67,010
67808,,A,Remove eyelid lesion(s),4.60,NA,5.47,0.37,NA,10.44,090
67810,,A,Biopsy eyelid & lid margin,1.18,3.54,0.73,0.15,4.87,2.06,000
67820,,A,Revise eyelashes,0.71,0.67,0.76,0.04,1.42,1.51,000
67825,,A,Revise eyelashes,1.43,2.10,1.91,0.10,3.63,3.44,010
67830,,A,Revise eyelashes,1.75,5.61,2.03,0.13,7.49,3.91,010
67835,,A,Revise eyelashes,5.70,NA,6.33,0.42,NA,12.45,090
67840,,A,Remove eyelid lesion,2.09,5.51,2.24,0.16,7.76,4.49,010
67850,,A,Treat eyelid lesion,1.74,4.15,1.94,0.19,6.08,3.87,010
67875,,A,Closure of eyelid by suture,1.35,3.38,1.31,0.11,4.84,2.77,000
67880,,A,Revision of eyelid,4.60,8.00,5.50,0.35,12.95,10.45,090
67882,,A,Revision of eyelid,6.02,9.47,6.92,0.45,15.94,13.39,090
67900,,A,Repair brow defect,6.82,10.69,7.05,0.60,18.11,14.47,090
67901,,A,Repair eyelid defect,7.59,13.19,8.17,0.61,21.39,16.37,090
67902,,A,Repair eyelid defect,9.82,NA,9.88,0.81,NA,20.51,090
67903,,A,Repair eyelid defect,6.51,9.76,6.71,0.51,16.78,13.73,090
67904,,A,Repair eyelid defect,7.97,12.11,8.36,0.63,20.71,16.96,090
67906,,A,Repair eyelid defect,6.93,NA,6.99,0.50,NA,14.42,090
67908,,A,Repair eyelid defect,5.30,8.25,6.34,0.39,13.94,12.03,090
67909,,A,Revise eyelid defect,5.57,9.13,6.42,0.46,15.16,12.45,090
67911,,A,Revise eyelid defect,7.50,NA,7.88,0.58,NA,15.96,090
67912,,A,Correction eyelid w/implant,6.36,17.85,6.91,0.64,24.85,13.91,090
