"","SERIALNO","HINCP","NP","place_id","SYNTHETIC_HID","longitude","latitude","puma_id","ST","SEX","AGEP","SCH","SCHG","RELP","HISP","ESR","PINCP","NATIVITY","OCCP","POBP","RAC1P","SYNTHETIC_PID","school_id","workplace_id"
"3718",670695,13000,5,25027731204,"25027731204-847",-71.82621,42.24786,4301,25,1,4,2,1,2,5,NA,13000,1,NA,25,1,"25027731204-847-2194","2.51E+11",NA
"3719",1279715,156000,3,25027729100,"25027729100-952",-71.79804,42.3719,502,25,1,54,1,NA,0,1,1,68000,1,3800,25,1,"25027729100-952-1660","",491282000
"3720",257318,52600,4,25023530600,"25023530600-1585",-70.66287,41.91222,704,25,1,32,1,NA,0,1,1,15000,1,4020,25,1,"25023530600-1585-3327","",107795684
"3721",523654,156000,2,25009266100,"25009266100-487",-70.94480691,42.84287647,100,25,1,56,1,NA,0,1,1,50000,1,4760,17,1,"25009266100-487-561","",400062568
"3722",1207430,161300,4,25001012002,"25001012002-2937",-70.22291064,41.6492188,505,25,1,8,2,5,2,1,NA,161300,1,NA,25,1,"25001012002-2937-5250","2.50E+11",NA
"3723",1478830,174500,4,25005651400,"25005651400-1284",-70.93510462,41.6483624,3602,25,2,53,1,NA,0,1,1,11000,1,2340,9,1,"25005651400-1284-2752","",488062415
"3724",847568,297200,2,25021400300,"25021400300-1017",-71.13146,42.34762,400,25,1,65,1,NA,0,1,6,24200,1,2720,25,1,"25021400300-1017-1569","",NA
"3725",234198,73000,3,25017314301,"25017314301-1772",-71.26635527,42.65860209,3302,25,1,31,1,NA,0,1,1,47000,2,4230,436,1,"25017314301-1772-3047","",106859663
"3726",734237,12900,2,25027713100,"25027713100-452",-71.66468,42.46041,1900,25,1,29,1,NA,10,3,6,7500,1,NA,36,1,"25027713100-452-474","",NA
"3727",1214495,30100,1,25005640200,"25005640200-1181",-71.16660012,41.67916249,501,25,2,75,1,NA,0,1,6,30100,1,NA,42,1,"25005640200-1181-1181","",NA
"3728",51067,25000,3,25017321500,"25017321500-1721",-71.565563,42.3569798,4500,25,2,7,2,3,2,3,NA,25000,1,NA,25,8,"25017321500-1721-2768","2.51E+11",NA
"3729",180691,128600,2,25009222100,"25009222100-775",-70.78754526,42.61571892,3500,25,1,68,1,NA,1,1,1,104400,1,430,25,1,"25009222100-775-1222","",429874787
"3730",1377885,21200,5,25013801901,"25013801901-1563",-72.57029863,42.09979686,3304,25,2,37,2,15,0,1,1,18800,1,5810,25,2,"25013801901-1563-3359","",607827847
"3731",306804,168000,3,25017382200,"25017382200-1336",-71.32952,42.29402,4800,25,2,42,1,NA,1,1,1,89000,1,2310,25,1,"25017382200-1336-2336","",106686140
"3732",1137306,220150,2,25021457100,"25021457100-955",-71.05264,42.12207,3302,25,2,30,1,NA,1,1,1,50000,1,3230,34,1,"25021457100-955-1486","",522783158
"3733",914576,283210,6,25021442201,"25021442201-1399",-71.42394,42.05814,3500,25,2,47,1,NA,0,1,6,2000,1,NA,36,1,"25021442201-1399-3885","",NA
"3734",1129957,31300,3,25025100400,"25025100400-1230",-71.06715,42.28266,506,25,2,23,1,NA,2,1,1,9600,2,3255,332,2,"25025100400-1230-2115","",896891330
"3735",1359238,80000,4,25027753100,"25027753100-2462",-71.85713,42.14361,4902,25,1,10,2,7,2,1,NA,80000,1,NA,25,1,"25027753100-2462-4698","2.51E+11",NA
"3736",1071913,32100,4,25013812500,"25013812500-2268",-72.72547054,42.15530879,701,25,2,42,1,NA,1,5,1,15000,2,7750,329,8,"25013812500-2268-4575","",669124612
"3737",310145,85400,1,25017383200,"25017383200-513",-71.42177,42.26135,4903,25,2,83,1,NA,0,1,6,85400,1,NA,36,1,"25017383200-513-514","",NA
"3738",1486000,8500,4,25013811600,"25013811600-1124",-72.61396187,42.20018724,4901,25,2,4,1,NA,2,3,NA,8500,1,NA,25,8,"25013811600-1124-2053","",NA
"3739",233314,58604,3,25017351000,"25017351000-2278",-71.11592,42.38854,507,25,2,26,2,15,15,1,1,33600,1,5700,9,1,"25017351000-2278-4014","",483781373
"3740",1467098,34700,4,25013810700,"25013810700-2063",-72.5652594,42.15512318,3301,25,1,26,2,15,0,1,1,15000,2,2910,163,1,"25013810700-2063-3698","",493146732
"3741",855908,60300,4,25009251500,"25009251500-2077",-71.17191882,42.69555257,704,25,1,41,1,NA,0,11,1,20000,2,9130,312,8,"25009251500-2077-5171","",376604344
"3742",1346473,85700,6,25027733000,"25027733000-1416",-71.81263,42.24228,4800,25,2,11,2,7,2,1,NA,85700,1,NA,6,9,"25027733000-1416-4058","2.51E+11",NA
"3743",1382167,40000,1,25017333300,"25017333300-320",-71.15206575,42.4638307,503,25,2,53,1,NA,0,1,6,40000,1,NA,26,1,"25017333300-320-320","",NA
"3744",1041883,35000,2,25025160400,"25025160400-476",-71.03815,42.39426,704,25,1,70,1,NA,1,1,6,24400,1,NA,25,1,"25025160400-476-550","",NA
"3745",536952,72000,3,25017357600,"25017357600-749",-71.18172,42.38163,702,25,2,23,1,NA,2,1,1,10000,1,4850,25,1,"25017357600-749-1302","",400146890
"3746",977971,7500,2,25023525101,"25023525101-457",-71.00418,41.95101,3301,25,1,46,1,NA,0,1,3,4000,1,4965,25,1,"25023525101-457-474","",NA
"3747",164423,72000,7,25021420302,"25021420302-2941",-71.0528,42.16296,704,25,1,59,1,NA,1,1,1,25000,1,3930,5,2,"25021420302-2941-7893","",107755761
"3748",644843,15000,3,25027711000,"25027711000-659",-71.78278,42.58663,1900,25,2,43,1,NA,0,3,6,0,1,NA,72,8,"25027711000-659-1056","",NA
"3749",1201898,95000,4,25017350104,"25017350104-2450",-71.08594,42.39221,3305,25,2,32,1,NA,1,1,1,35000,1,2000,25,2,"25017350104-2450-4935","",480864115
"3750",76477,32300,1,25001011600,"25001011600-1325",-70.12608526,41.67059562,4903,25,2,78,1,NA,0,1,6,32300,1,NA,25,1,"25001011600-1325-1325","",NA
"3751",486445,113800,6,25021457100,"25021457100-1749",-71.06088,42.11969,4902,25,2,11,2,7,7,1,NA,113800,1,NA,25,1,"25021457100-1749-4482","2.50E+11",NA
"3752",345861,66000,3,25025050200,"25025050200-1122",-71.03798,42.37494,3500,25,2,38,1,NA,0,1,6,66000,1,NA,24,1,"25025050200-1122-1958","",NA
"3753",550348,63000,5,25023511200,"25023511200-1811",-70.99681,42.08302,506,25,2,38,3,15,1,1,1,23000,2,4720,416,2,"25023511200-1811-4387","",995905783
"3754",1214576,39200,2,25021412200,"25021412200-562",-71.21902,42.24522,100,25,2,67,1,NA,1,1,6,7200,1,NA,25,1,"25021412200-562-609","",NA
"3755",30778,105900,3,25013811301,"25013811301-2130",-72.57240022,42.20684303,703,25,2,53,1,NA,0,1,1,30900,1,8250,45,1,"25013811301-2130-3623","",564349876
"3756",54099,112000,4,25017321100,"25017321100-2727",-71.50990363,42.34998092,1400,25,1,12,2,8,2,1,NA,112000,1,NA,25,1,"25017321100-2727-5342","2.51E+11",NA
"3757",706972,34200,2,25017383502,"25017383502-489",-71.43444,42.29524,4000,25,1,58,1,NA,0,1,6,3200,1,NA,37,2,"25017383502-489-541","",NA
"3758",643019,120000,3,25017367100,"25017367100-722",-71.27884,42.38154,3602,25,1,24,1,NA,2,1,1,5000,1,4720,25,1,"25017367100-722-1251","",840032577
"3759",167983,176700,2,25009209100,"25009209100-1129",-71.00232833,42.5137031,4800,25,1,70,1,NA,0,1,6,160200,1,710,36,1,"25009209100-1129-1811","",NA
"3760",524365,212000,3,25009260402,"25009260402-1975",-71.13271398,42.79083447,303,25,1,57,1,NA,0,1,1,90000,1,530,25,1,"25009260402-1975-3584","",260477534
"3761",1260106,81500,3,25007200300,"25007200300-4229",-70.56326547,41.37747173,2400,25,1,68,1,NA,0,1,6,19500,1,4850,12,1,"25007200300-4229-7452","",NA
"3762",428874,105500,4,25027704200,"25027704200-1185",-72.1735,42.54545,4302,25,1,32,1,NA,2,1,1,76000,1,4700,25,1,"25027704200-1185-2599","",839804416
"3763",596466,88000,5,25017373300,"25017373300-1110",-71.2115,42.35588,301,25,2,11,2,7,2,1,NA,88000,1,NA,25,1,"25017373300-1110-2336","2.51E+11",NA
"3764",1074780,112000,5,25021419500,"25021419500-1056",-70.97704,42.22079,4301,25,2,42,1,NA,1,1,1,65000,1,2310,25,1,"25021419500-1056-2777","",260645346
"3765",381677,12700,5,25005631100,"25005631100-2805",-71.36409309,41.90863261,4000,25,1,15,1,NA,2,3,NA,4600,1,NA,72,8,"25005631100-2805-6264","",NA
"3766",1323081,23500,2,25021413100,"25021413100-719",-71.1828,42.17502,200,25,1,45,2,15,0,3,1,23500,1,5240,72,1,"25021413100-719-747","",893351924
"3767",1316136,15600,1,25017351100,"25017351100-180",-71.10307,42.38438,2400,25,1,53,1,NA,0,1,1,15600,1,9140,25,1,"25017351100-180-180","",523670
"3768",753215,503300,4,25027740102,"25027740102-1851",-71.60682,42.32025,3602,25,2,41,1,NA,1,1,1,145000,1,20,9,1,"25027740102-1851-4510","",9005976
"3769",554841,19500,1,25021400400,"25021400400-590",-71.14015,42.34051,4700,25,2,81,1,NA,0,1,6,19500,1,NA,25,1,"25021400400-590-590","",NA
"3770",261317,98500,2,25025070300,"25025070300-1416",-71.06853,42.34771,302,25,1,72,1,NA,1,1,6,45700,1,NA,25,1,"25025070300-1416-1728","",NA
"3771",1187086,48800,3,25017342400,"25017342400-1506",-71.0490971,42.39954242,3304,25,1,20,2,15,2,1,1,31500,2,310,332,2,"25017342400-1506-2607","",898318365
"3772",1431850,102600,4,25023506203,"25023506203-1881",-70.6567,42.08082,4800,25,1,21,1,NA,2,1,2,19000,1,1965,25,9,"25023506203-1881-3879","",518557228
"3773",1334265,63400,2,25027736400,"25027736400-713",-71.80852,42.22157,4200,25,1,85,1,NA,0,1,6,17400,1,NA,25,1,"25027736400-713-960","",NA
"3774",260851,140000,2,25013811700,"25013811700-829",-72.60350244,42.20822818,1600,25,2,61,1,NA,0,1,1,60000,1,2310,25,1,"25013811700-829-1071","",564350676
"3775",544147,80000,3,25009260900,"25009260900-1372",-71.10533754,42.77539519,4800,25,1,1,NA,NA,2,1,NA,80000,1,NA,25,1,"25009260900-1372-2245","",NA
"3776",1456864,187600,3,25021417801,"25021417801-1720",-70.95392,42.26133,506,25,2,0,NA,NA,2,1,NA,187600,1,NA,25,1,"25021417801-1720-2900","",NA
"3777",1026778,28000,4,25027754300,"25027754300-1399",-71.87588,42.05219,507,25,2,29,1,NA,1,1,6,0,2,NA,210,6,"25027754300-1399-2722","",NA
"3778",397417,72000,2,25001010100,"25001010100-3267",-70.21645217,42.05673162,4700,25,1,60,1,NA,1,1,1,60000,1,20,25,1,"25001010100-3267-4124","",376552782
"3779",160172,23000,3,25025091100,"25025091100-911",-71.05802,42.31464,304,25,2,63,1,NA,0,1,6,0,1,NA,25,1,"25025091100-911-1430","",NA
"3780",1317663,150000,5,25005630200,"25005630200-2479",-71.30847187,41.99201234,703,25,2,1,NA,NA,2,1,NA,150000,1,NA,25,1,"25005630200-2479-6617","",NA
"3781",758974,151904,4,25009254302,"25009254302-1241",-71.12476755,42.62418384,1000,25,1,82,1,NA,8,1,6,23300,1,NA,25,1,"25009254302-1241-2669","",NA
"3782",520391,75600,2,25027730500,"25027730500-1054",-71.80654,42.28561,1902,25,1,64,1,NA,0,1,1,54100,1,4020,25,1,"25027730500-1054-1497","",491134318
"3783",228842,106200,4,25017317203,"25017317203-1401",-71.36488646,42.61902182,200,25,1,11,2,7,2,1,NA,106200,1,NA,25,1,"25017317203-1401-3108","2.50E+11",NA
"3784",366876,158000,5,25015820900,"25015820900-2531",-72.51173236,42.2744777,1300,25,2,6,3,3,2,2,NA,158000,1,NA,25,1,"25015820900-2531-6045","AA000186",NA
"3785",1416793,68000,2,25025170800,"25025170800-1051",-70.98313,42.3949,2800,25,1,30,1,NA,1,1,1,25000,2,4110,362,8,"25025170800-1051-1330","",429929417
"3786",85463,100000,4,25025110601,"25025110601-1001",-71.13859,42.29557,301,25,2,41,1,NA,0,1,6,0,1,NA,25,1,"25025110601-1001-1795","",NA
"3787",937004,81500,6,25005615100,"25005615100-2332",-71.19988819,41.87409849,501,25,2,46,1,NA,0,1,1,15000,1,2010,25,1,"25005615100-2332-6241","",947902433
"3788",436695,65000,2,25021400900,"25021400900-1190",-71.11368,42.33561,1600,25,2,65,1,NA,0,1,6,6000,1,4600,25,1,"25021400900-1190-1505","",NA
"3789",153313,140000,4,25003933300,"25003933300-984",-73.27055349,42.14889056,1600,25,2,23,3,16,2,1,1,20000,1,4700,25,1,"25003933300-984-2041","",400003935
"3790",1051061,48900,2,25005631800,"25005631800-1079",-71.30288801,41.91129907,4303,25,2,23,2,15,2,1,1,7900,1,8965,6,1,"25005631800-1079-1279","",602431462
"3791",1463560,95600,3,25017352900,"25017352900-1237",-71.10112,42.37366,702,25,1,15,2,12,2,1,NA,0,1,NA,25,1,"25017352900-1237-1921","2.51E+11",NA
"3792",808544,155000,4,25027728400,"25027728400-1537",-71.85694,42.38482,3602,25,1,2,NA,NA,2,1,NA,155000,1,NA,25,1,"25027728400-1537-3578","",NA
"3793",984459,175010,4,25027706100,"25027706100-1278",-72.02831,42.52003,4303,25,2,9,2,5,2,1,NA,175010,1,NA,25,1,"25027706100-1278-3090","2.50E+11",NA
"3794",851393,163501,3,25025110103,"25025110103-1882",-71.11193,42.2984,504,25,1,48,1,NA,0,1,1,110001,1,430,6,1,"25025110103-1882-3529","",564894806
"3795",1116673,110000,4,25013813801,"25013813801-2072",-72.26758357,42.05516831,200,25,1,34,1,NA,0,1,1,60000,1,9130,36,1,"25013813801-2072-4114","",106329444
"3796",1256942,4800,4,25003921500,"25003921500-1228",-73.15977308,42.69974212,200,25,1,3,1,NA,2,1,NA,4800,2,NA,100,1,"25003921500-1228-2215","",NA
"3797",1211441,149000,4,25023520202,"25023520202-1739",-70.96074,42.12691,304,25,2,13,2,9,2,1,NA,149000,1,NA,25,1,"25023520202-1739-3411","2.50E+11",NA
"3798",203715,136400,6,25021456402,"25021456402-1821",-71.11947,42.12192,4800,25,2,30,1,NA,2,1,1,50000,2,4140,333,2,"25021456402-1821-5173","",491248761
"3799",1038239,196300,4,25021422502,"25021422502-2293",-70.92626,42.21706,303,25,2,82,1,NA,6,1,6,8300,2,NA,210,6,"25021422502-2293-4630","",NA
"3800",1402123,60400,5,25025170400,"25025170400-2127",-70.99809,42.42107,4903,25,1,1,NA,NA,7,1,NA,60400,1,NA,25,1,"25025170400-2127-4797","",NA
"3801",153017,151000,2,25023542101,"25023542101-935",-70.853,41.84677,4800,25,2,65,1,NA,0,1,6,13000,1,NA,6,1,"25023542101-935-1591","",NA
"3802",430911,564000,2,25017352500,"25017352500-876",-71.09615,42.36739,4800,25,2,38,1,NA,0,1,1,484000,1,4250,25,1,"25017352500-876-1394","",3290137
"3803",683592,80000,2,25013810902,"25013810902-1120",-72.60067722,42.13894295,1000,25,2,56,1,NA,0,1,1,40000,1,4700,25,1,"25013810902-1120-1645","",400005708
"3804",856257,60200,4,25023510800,"25023510800-1905",-71.02852,42.08428,2800,25,1,48,1,NA,0,1,1,58400,2,3600,362,9,"25023510800-1905-4267","",564548683
"3805",73223,163000,4,25017362100,"25017362100-1202",-71.36478,42.55844,703,25,1,21,1,NA,2,1,1,20000,1,4000,25,1,"25017362100-1202-2581","",9005281
"3806",880779,107800,2,25025040300,"25025040300-1312",-71.06477,42.37835,4800,25,2,62,1,NA,1,1,3,56000,1,4010,25,1,"25025040300-1312-1892","",NA
"3807",336749,124000,4,25005655300,"25005655300-1457",-70.9049998,41.63595331,1600,25,2,31,1,NA,9,1,1,28000,1,3400,25,1,"25005655300-1457-2870","",619731961
"3808",933012,113000,3,25017332200,"25017332200-2334",-71.18530602,42.50125404,100,25,2,5,3,1,2,1,NA,113000,1,NA,25,1,"25017332200-2334-4049","A9706608",NA
"3809",105026,19200,5,25009260800,"25009260800-1674",-71.08968229,42.77490592,3301,25,2,20,1,NA,2,1,1,2500,1,4760,25,9,"25009260800-1674-3976","",1800101
"3810",1129422,40300,2,25027755200,"25027755200-891",-71.9137,42.03671,3305,25,1,81,1,NA,0,1,6,27800,1,NA,25,1,"25027755200-891-1167","",NA
"3811",665182,22090,1,25025092101,"25025092101-304",-71.04952,42.29307,703,25,2,68,1,NA,0,1,6,22090,1,NA,42,1,"25025092101-304-306","",NA
"3812",503229,67800,2,25023510600,"25023510600-332",-71.05581,42.07256,100,25,1,78,1,NA,0,1,6,50800,1,NA,25,1,"25023510600-332-493","",NA
"3813",1092653,73960,3,25001012502,"25001012502-2398",-70.29014351,41.64368137,4301,25,1,56,1,NA,2,1,1,51000,1,1530,25,1,"25001012502-2398-3763","",839912771
"3814",640018,273000,3,25017374400,"25017374400-1413",-71.22186,42.34111,3900,25,2,37,1,NA,2,1,1,70000,1,430,25,1,"25017374400-1413-2648","",1099068
"3815",1044464,121300,3,25021422301,"25021422301-661",-70.96458,42.18449,508,25,2,30,1,NA,1,1,1,56000,1,5700,25,1,"25021422301-661-1250","",391597135
"3816",296619,176000,2,25027726100,"25027726100-1077",-71.94923,42.19721,3302,25,2,30,1,NA,0,1,1,76000,1,735,25,1,"25027726100-1077-1608","",9025198
"3817",715030,32780,3,25017356701,"25017356701-2352",-71.14838,42.4078,501,25,1,21,1,NA,2,1,3,0,1,6260,25,1,"25017356701-2352-3550","",NA
"3818",338004,60000,6,25009260600,"25009260600-1330",-71.0873543,42.79176791,3601,25,1,16,3,12,2,1,6,0,1,NA,25,1,"25009260600-1330-3382","A9103061",NA
"3819",319659,79000,3,25003900100,"25003900100-2324",-73.25348174,42.45001031,704,25,1,8,3,4,2,1,NA,79000,1,NA,25,1,"25003900100-2324-3312","A9701935",NA
"3820",455236,132000,4,25021456101,"25021456101-1172",-71.07098,42.12494,4000,25,2,6,2,2,2,1,NA,132000,1,NA,25,1,"25021456101-1172-3297","2.51E+11",NA
"3821",1043624,75000,2,25023540102,"25023540102-356",-70.95937,41.80266,302,25,2,51,1,NA,0,1,1,75000,1,2310,9,1,"25023540102-356-512","",840326227
"3822",1226409,52000,2,25015820801,"25015820801-919",-72.50512831,42.33077299,1901,25,2,59,1,NA,0,1,6,2000,1,8350,25,1,"25015820801-919-1247","",NA
"3823",1298928,52200,2,25009203301,"25009203301-1050",-70.86268346,42.50991336,505,25,2,81,1,NA,1,1,6,14400,2,NA,137,1,"25009203301-1050-1359","",NA
"3824",1401197,201500,3,25017362100,"25017362100-1069",-71.37851,42.55117,504,25,1,57,1,NA,1,1,1,100000,2,1530,163,1,"25017362100-1069-2097","",107390056
"3825",1325264,70100,1,25017353700,"25017353700-894",-71.1068,42.37725,506,25,2,40,1,NA,0,1,1,70100,2,1220,233,6,"25017353700-894-898","",854326717
"3826",1438145,45000,2,25021413200,"25021413200-1279",-71.19537,42.20175,507,25,2,64,1,NA,1,1,6,0,1,NA,36,1,"25021413200-1279-1450","",NA
"3827",21162,43500,4,25017334300,"25017334300-1596",-71.12074736,42.53648605,2400,25,1,50,1,NA,0,1,1,43500,1,5900,34,1,"25017334300-1596-3091","",483748299
"3828",203456,86000,5,25027707500,"25027707500-558",-71.98375,42.59132,300,25,2,43,1,NA,1,1,6,0,2,4520,247,6,"25027707500-558-560","",NA
"3829",220136,26400,1,25001011802,"25001011802-284",-70.18278788,41.70940086,3305,25,2,69,1,NA,0,1,6,26400,1,2050,25,1,"25001011802-284-284","",NA
"3830",1317981,47000,4,25027731204,"25027731204-790",-71.82585,42.24743,3303,25,2,2,NA,NA,2,2,NA,47000,1,NA,25,9,"25027731204-790-1955","",NA
"3831",941980,26710,4,25027740102,"25027740102-1484",-71.62885,42.32945,400,25,1,37,1,NA,1,1,6,18150,1,6440,25,1,"25027740102-1484-3040","",NA
"3832",506656,130000,2,25017334300,"25017334300-871",-71.10587879,42.53026709,503,25,1,57,1,NA,1,1,1,60000,2,7200,301,1,"25017334300-871-1234","",970700159
"3833",473125,18000,2,25027705100,"25027705100-840",-72.08327,42.61928,1000,25,2,57,1,NA,0,1,6,0,1,565,6,1,"25027705100-840-937","",NA
"3834",1452649,115500,5,25013813602,"25013813602-2033",-72.38883164,42.14949108,1600,25,2,81,1,NA,10,1,6,8400,1,NA,36,1,"25013813602-2033-4981","",NA
"3835",967756,25090,2,25009223200,"25009223200-778",-70.81818389,42.67880184,502,25,1,70,1,NA,0,1,6,90,2,4220,129,1,"25009223200-778-855","",NA
"3836",1077158,69000,2,25017331102,"25017331102-603",-71.14484814,42.53820241,702,25,1,46,1,NA,1,1,1,40000,1,5000,25,1,"25017331102-603-784","",445966260
"3837",599083,6290,1,25009250800,"25009250800-66",-71.1445801,42.71848902,3304,25,2,95,1,NA,0,3,6,6290,1,NA,72,9,"25009250800-66-66","",NA
"3838",915518,17200,2,25021406101,"25021406101-301",-71.32659,42.18875,4800,25,2,24,1,NA,10,1,1,15800,1,4020,25,1,"25021406101-301-334","",628383432
"3839",694199,10000,1,25025081300,"25025081300-275",-71.09852,42.31627,701,25,2,68,1,NA,0,1,6,10000,1,NA,25,1,"25025081300-275-275","",NA
"3840",1366300,97000,3,25005640100,"25005640100-1671",-71.158797,41.66833037,4700,25,1,50,1,NA,0,1,1,80000,1,3850,25,1,"25005640100-1671-3171","",107927048
"3841",794739,14600,5,25013811700,"25013811700-1050",-72.60447241,42.21027017,502,25,2,42,1,NA,0,1,3,6200,1,5510,25,2,"25013811700-1050-1898","",NA
"3842",1175017,31800,3,25005651300,"25005651300-968",-70.93037914,41.64774341,701,25,2,37,1,NA,0,3,3,31800,1,2025,72,8,"25005651300-968-1528","",NA
"3843",424615,30000,2,25017339700,"25017339700-481",-71.10229713,42.40148725,3301,25,2,25,1,NA,1,1,6,0,2,NA,212,1,"25017339700-481-544","",NA
"3844",50853,120000,2,25005644102,"25005644102-884",-71.14703012,41.76906987,703,25,1,60,1,NA,1,1,1,30000,1,6230,25,1,"25005644102-884-1345","",512666793
"3845",1421924,137000,4,25005610204,"25005610204-1826",-71.18503568,42.03521623,3601,25,1,8,3,5,2,1,NA,137000,1,NA,25,6,"25005610204-1826-4185","A0104117",NA
"3846",440643,112000,2,25025040801,"25025040801-1334",-71.05932,42.37791,400,25,2,46,1,NA,0,1,6,12000,1,2320,25,1,"25025040801-1334-1857","",NA
"3847",366504,154500,2,25027711100,"25027711100-928",-71.78775,42.60239,100,25,2,53,1,NA,1,1,1,48300,1,5700,25,1,"25027711100-928-1443","",429828858
"3848",1106968,172600,3,25025170400,"25025170400-1737",-70.99571,42.42016,1000,25,2,42,1,NA,0,1,1,52600,1,4920,25,1,"25025170400-1737-3212","",973958275
"3849",1417636,62500,2,25013813205,"25013813205-1521",-72.62269697,42.05185185,501,25,1,83,1,NA,0,1,6,54800,1,NA,25,1,"25013813205-1521-2099","",NA
"3850",1230066,58300,6,25025100300,"25025100300-1285",-71.07815,42.28415,300,25,1,7,2,2,2,1,NA,58300,1,NA,25,2,"25025100300-1285-3216","2.50E+11",NA
"3851",1396549,127780,3,25013812401,"25013812401-1812",-72.66268894,42.1253226,3500,25,1,30,3,15,2,1,1,11780,1,3655,25,1,"25013812401-1812-3474","",907026017
"3852",62648,64000,3,25013802601,"25013802601-1844",-72.53640093,42.08279934,501,25,1,51,1,NA,0,1,3,0,1,2200,25,1,"25013802601-1844-3575","",NA
"3853",370693,61700,5,25023510800,"25023510800-2202",-71.02647,42.08627,3304,25,2,33,1,NA,0,1,1,31000,2,3600,447,2,"25023510800-2202-5694","",947887410
"3854",108949,141400,4,25009252201,"25009252201-1050",-71.20507849,42.72079255,703,25,2,38,1,NA,2,1,1,29000,1,2200,25,1,"25009252201-1050-2402","",359503158
"3855",903042,63500,2,25001012900,"25001012900-1105",-70.35538188,41.65632836,200,25,2,69,1,NA,1,1,1,13500,1,4920,9,1,"25001012900-1105-1642","",107833485
"3856",133767,48000,2,25003921400,"25003921400-466",-73.12998293,42.67451259,1900,25,2,51,1,NA,13,1,6,8000,1,NA,25,1,"25003921400-466-616","",NA
"3857",999457,50600,2,25025100900,"25025100900-795",-71.0784,42.27155,100,25,2,58,1,NA,1,1,1,30600,1,2145,25,1,"25025100900-795-1146","",532102449
"3858",150197,98000,2,25021422501,"25021422501-971",-70.92128,42.20687,506,25,2,40,1,NA,0,1,1,84000,1,2860,36,1,"25021422501-971-1259","",1789098
"3859",703485,140000,4,25013813101,"25013813101-2193",-72.74430596,42.07021161,4700,25,2,43,1,NA,1,1,1,65000,1,910,6,1,"25013813101-2193-4817","",832320113
"3860",711044,158120,3,25021406102,"25021406102-1037",-71.28,42.16198,505,25,2,32,1,NA,1,1,1,91020,1,1530,25,1,"25021406102-1037-1885","",654003185
"3861",1329315,44000,2,25025120201,"25025120201-747",-71.1069,42.30496,703,25,2,29,1,NA,1,1,1,9000,1,4020,25,1,"25025120201-747-967","",429738479
"3862",1129032,0,3,25001012601,"25001012601-876",-70.32288164,41.6652875,100,25,1,15,2,11,7,1,NA,0,1,NA,50,1,"25001012601-876-1432","2.50E+11",NA
"3863",328726,165000,5,25023508102,"25023508102-1891",-70.83415,42.05879,400,25,2,50,1,NA,1,1,1,65000,1,4840,25,1,"25023508102-1891-4667","",602902173
"3864",116247,48000,2,25017325100,"25017325100-1291",-71.59430762,42.56998994,3304,25,1,17,2,13,2,1,6,1000,1,2630,25,2,"25017325100-1291-1682","2.50E+11",NA
"3865",541213,72800,4,25017316202,"25017316202-1018",-71.23035473,42.53065342,304,25,1,14,2,10,2,1,NA,72800,1,NA,25,1,"25017316202-1018-2168","2.50E+11",NA
"3866",776551,235000,2,25025010701,"25025010701-1316",-71.08116,42.35083,3302,25,1,34,1,NA,0,1,1,130000,1,50,36,1,"25025010701-1316-1759","",400702509
"3867",921925,168500,4,25013811301,"25013811301-2477",-72.57242734,42.21088086,3601,25,1,56,1,NA,0,1,1,30500,1,7200,25,1,"25013811301-2477-4967","",489478552
"3868",393845,25900,2,25003933200,"25003933200-374",-73.22323004,42.24237851,4500,25,1,64,1,NA,0,1,6,18000,1,5120,25,1,"25003933200-374-447","",NA
"3869",1006905,110600,2,25021417802,"25021417802-762",-70.96993,42.26324,200,25,2,71,1,NA,0,1,1,58000,1,4760,34,1,"25021417802-762-989","",896817202
"3870",1123791,106000,4,25017359300,"25017359300-2101",-71.27039,42.47674,4800,25,2,36,1,NA,1,1,6,0,1,NA,6,1,"25017359300-2101-4572","",NA
"3871",1074488,48000,2,25023542300,"25023542300-869",-70.92358,41.88899,4903,25,2,18,2,14,2,1,1,15000,1,4110,25,1,"25023542300-869-1127","2.50E+11",494523590
"3872",464803,72000,2,25001013200,"25001013200-1387",-70.45062226,41.64029911,4200,25,1,37,1,NA,2,1,1,53000,1,7750,25,1,"25001013200-1387-1938","",107865875
"3873",601274,869500,4,25017356500,"25017356500-2694",-71.18303,42.43148,3500,25,1,17,3,14,2,1,6,2500,1,3955,42,1,"25017356500-2694-6075","A0301792",NA
"3874",637445,40500,2,25001012800,"25001012800-893",-70.35277529,41.66944023,304,25,1,77,1,NA,0,1,6,40500,1,1530,25,1,"25001012800-893-1131","",NA
"3875",695641,38300,2,25027715100,"25027715100-323",-71.64057,42.47625,1900,25,2,50,1,NA,0,1,6,10300,1,NA,25,1,"25027715100-323-387","",NA
"3876",1204220,14000,1,25013802100,"25013802100-340",-72.56951751,42.0719646,4303,25,2,58,1,NA,0,1,6,14000,1,4610,6,9,"25013802100-340-341","",NA
"3877",607710,51500,1,25005650300,"25005650300-425",-70.92330311,41.67449181,703,25,2,77,1,NA,0,1,6,51500,1,NA,42,1,"25005650300-425-427","",NA
"3878",31817,21400,2,25001013002,"25001013002-932",-70.37206092,41.62394052,505,25,2,63,1,NA,1,1,6,0,1,NA,25,1,"25001013002-932-1031","",NA
