age,gender,state,Prescribe_Amlodipine_Benazepril,Prescribe_Benazepril,Prescribe_Benazepril_Hydrochlorothiazide,Prescribe_Enalapril,Prescribe_Hydrochlorothiazide_Lisinopril,Prescribe_Hydrochlorothiazide_Losartan,Prescribe_Hydrochlorothiazide_Valsartan,Prescribe_Irbesartan,Prescribe_Lisinopril,Prescribe_Losartan,Prescribe_Quinapril,Prescribe_Ramipril,Prescribe_Sacubitril_Valsartan,Prescribe_Telmisartan,Prescribe_Valsartan
4-7,F,Wisconsin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Alabama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Arkansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,Delaware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,District of Columbia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Florida,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Georgia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Kentucky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Louisiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,Maryland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,Mississippi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,North Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Oklahoma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,South Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Tennessee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Texas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
4-7,M,Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,M,West Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46-65,F,Alabama,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Alaska,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Arizona,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Arkansas,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,California,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Colorado,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Connecticut,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,Delaware,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,District of Columbia,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Florida,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Georgia,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Hawaii,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Idaho,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Illinois,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Indiana,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Iowa,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Kansas,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Kentucky,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Louisiana,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Maine,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,Maryland,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Massachusetts,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,Michigan,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Minnesota,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Mississippi,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Missouri,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Montana,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Nebraska,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Nevada,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,New Hampshire,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,New Jersey,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,New Mexico,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,New York,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,North Carolina,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,North Dakota,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Ohio,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Oklahoma,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Oregon,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Pennsylvania,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,Rhode Island,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,South Carolina,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,South Dakota,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Tennessee,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Texas,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Utah,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,Vermont,0.01,0.009,0.0,0.054,0.062,0.162,0.034,0.013,0.413,0.152,0.011,0.034,0.011,0.0,0.036
46-65,F,Virginia,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Washington,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,F,West Virginia,0.016,0.029,0.008,0.012,0.109,0.122,0.008,0.015,0.362,0.239,0.006,0.016,0.0,0.008,0.05
46-65,F,Wisconsin,0.017,0.009,0.007,0.0,0.119,0.055,0.009,0.008,0.476,0.214,0.0,0.022,0.002,0.008,0.055
46-65,F,Wyoming,0.003,0.041,0.0,0.0,0.048,0.081,0.0,0.012,0.456,0.312,0.0,0.011,0.0,0.01,0.027
46-65,M,Alabama,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Alaska,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Arizona,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Arkansas,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,California,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Colorado,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Connecticut,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,Delaware,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,District of Columbia,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Florida,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Georgia,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Hawaii,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Idaho,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Illinois,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Indiana,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Iowa,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Kansas,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Kentucky,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Louisiana,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Maine,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,Maryland,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Massachusetts,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,Michigan,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Minnesota,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Mississippi,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Missouri,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Montana,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Nebraska,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Nevada,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,New Hampshire,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,New Jersey,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,New Mexico,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,New York,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,North Carolina,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,North Dakota,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Ohio,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Oklahoma,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Oregon,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Pennsylvania,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,Rhode Island,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,South Carolina,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,South Dakota,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Tennessee,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Texas,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Utah,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,Vermont,0.023,0.0,0.0,0.055,0.097,0.05,0.029,0.027,0.38,0.243,0.024,0.054,0.0,0.0,0.017
46-65,M,Virginia,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Washington,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
46-65,M,West Virginia,0.015,0.034,0.007,0.014,0.068,0.041,0.018,0.014,0.468,0.22,0.0,0.016,0.011,0.024,0.049
46-65,M,Wisconsin,0.027,0.016,0.009,0.022,0.1,0.016,0.04,0.028,0.567,0.12,0.0,0.013,0.0,0.007,0.035
46-65,M,Wyoming,0.005,0.051,0.014,0.022,0.065,0.076,0.011,0.02,0.459,0.264,0.005,0.0,0.0,0.008,0.002
65-103,F,Alabama,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Alaska,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Arizona,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Arkansas,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,California,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Colorado,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Connecticut,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,Delaware,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,District of Columbia,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Florida,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Georgia,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Hawaii,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Idaho,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Illinois,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Indiana,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Iowa,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Kansas,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Kentucky,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Louisiana,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Maine,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,Maryland,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Massachusetts,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,Michigan,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Minnesota,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Mississippi,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Missouri,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Montana,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Nebraska,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Nevada,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,New Hampshire,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,New Jersey,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,New Mexico,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,New York,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,North Carolina,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,North Dakota,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Ohio,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Oklahoma,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Oregon,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Pennsylvania,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,Rhode Island,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,South Carolina,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,South Dakota,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Tennessee,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Texas,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Utah,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,Vermont,0.014,0.036,0.012,0.055,0.062,0.084,0.05,0.034,0.322,0.21,0.014,0.019,0.0,0.0,0.089
65-103,F,Virginia,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Washington,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,F,West Virginia,0.018,0.028,0.004,0.027,0.065,0.098,0.026,0.024,0.345,0.313,0.005,0.013,0.0,0.005,0.028
65-103,F,Wisconsin,0.016,0.032,0.007,0.02,0.068,0.06,0.007,0.029,0.362,0.33,0.004,0.0,0.013,0.006,0.044
65-103,F,Wyoming,0.016,0.046,0.002,0.023,0.022,0.058,0.004,0.023,0.384,0.361,0.001,0.016,0.004,0.004,0.038
65-103,M,Alabama,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Alaska,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Arizona,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Arkansas,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,California,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Colorado,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Connecticut,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,Delaware,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,District of Columbia,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Florida,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Georgia,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Hawaii,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
